datetime,adj_close,adj_close,adj_close,adj_close,close,close,close,close,high,high,high,high,low,low,low,low,open,open,open,open,volume,volume,volume,volume,symbol,month
2025-09-01 03:45:00+00:00,140.0800018310547,821.5999755859375,98.18000030517578,976.0999755859375,140.0800018310547,821.5999755859375,98.18000030517578,976.0999755859375,140.0800018310547,836.0,98.18000030517578,979.4000244140625,138.88999938964844,818.5499877929688,98.18000030517578,971.0499877929688,139.0,836.0,98.18000030517578,971.0499877929688,0.0,0.0,0.0,0.0,INSPIRISYS,2025-09
2025-09-01 03:50:00+00:00,141.14999389648438,822.1500244140625,98.0,982.0,141.14999389648438,822.1500244140625,98.0,982.0,141.3000030517578,825.0,99.9000015258789,982.9500122070312,140.2100067138672,821.4500122070312,98.0,975.6500244140625,140.4199981689453,822.0499877929688,99.9000015258789,977.4000244140625,186086.0,291.0,600.0,4384.0,INSPIRISYS,2025-09
2025-09-01 03:55:00+00:00,141.57000732421875,820.75,97.0,977.4500122070312,141.57000732421875,820.75,97.0,977.4500122070312,141.6999969482422,822.2000122070312,97.0,984.25,141.1300048828125,820.1500244140625,97.0,976.2000122070312,141.17999267578125,822.1500244140625,97.0,983.4000244140625,163263.0,693.0,800.0,17894.0,INSPIRISYS,2025-09
2025-09-01 04:00:00+00:00,141.1699981689453,821.75,98.0,981.7000122070312,141.1699981689453,821.75,98.0,981.7000122070312,141.57000732421875,821.7999877929688,98.0,982.3499755859375,141.13999938964844,819.1500244140625,96.22000122070312,977.0,141.50999450683594,821.5999755859375,96.22000122070312,977.0,102102.0,193.0,0.0,3135.0,INSPIRISYS,2025-09
2025-09-01 04:05:00+00:00,141.5500030517578,823.0,97.0,982.0,141.5500030517578,823.0,97.0,982.0,141.8000030517578,823.0,97.0,983.1500244140625,141.17999267578125,820.2999877929688,97.0,981.7000122070312,141.25,820.2999877929688,97.0,981.7000122070312,186480.0,328.0,95.0,1791.0,INSPIRISYS,2025-09
2025-09-01 04:10:00+00:00,141.85000610351562,826.5499877929688,,977.7000122070312,141.85000610351562,826.5499877929688,,977.7000122070312,141.85000610351562,826.5499877929688,,982.4000244140625,141.38999938964844,822.9500122070312,,976.2000122070312,141.5399932861328,823.0,,982.0,70637.0,851.0,,11386.0,INSPIRISYS,2025-09
2025-09-01 04:15:00+00:00,141.57000732421875,827.7999877929688,97.0,983.9000244140625,141.57000732421875,827.7999877929688,97.0,983.9000244140625,142.0500030517578,831.0499877929688,97.0,984.2999877929688,141.55999755859375,826.7000122070312,97.0,977.7000122070312,141.72000122070312,826.7000122070312,97.0,977.7000122070312,149327.0,1001.0,251.0,3358.0,INSPIRISYS,2025-09
2025-09-01 04:20:00+00:00,141.50999450683594,827.7999877929688,,983.0,141.50999450683594,827.7999877929688,,983.0,141.6199951171875,827.7999877929688,,984.0499877929688,141.4199981689453,827.5499877929688,,982.0499877929688,141.52000427246094,827.5999755859375,,983.7999877929688,82811.0,239.0,,1809.0,INSPIRISYS,2025-09
2025-09-01 04:25:00+00:00,141.72000122070312,827.5999755859375,,983.25,141.72000122070312,827.5999755859375,,983.25,141.97999572753906,827.75,,983.4500122070312,141.47000122070312,827.5499877929688,,983.0,141.5,827.75,,983.0,114895.0,45.0,,778.0,INSPIRISYS,2025-09
2025-09-01 04:30:00+00:00,141.5,827.4000244140625,97.5,981.0999755859375,141.5,827.4000244140625,97.5,981.0999755859375,141.72000122070312,828.8499755859375,97.5,983.0,141.4199981689453,827.4000244140625,97.5,980.6500244140625,141.72000122070312,828.8499755859375,97.5,983.0,27382.0,46.0,450.0,1294.0,INSPIRISYS,2025-09
