datetime,adj_close,adj_close,close,close,high,high,low,low,open,open,volume,volume,symbol,month
2025-09-01 03:45:00+00:00,1569.0,137.49000549316406,1569.0,137.49000549316406,1571.699951171875,138.9499969482422,1567.199951171875,133.60000610351562,1570.9000244140625,133.60000610351562,0.0,0.0,DPABHUSHAN,2025-09
2025-09-01 03:50:00+00:00,1567.0999755859375,136.83999633789062,1567.0999755859375,136.83999633789062,1569.699951171875,137.49000549316406,1566.199951171875,136.0,1567.699951171875,137.49000549316406,202.0,1194.0,DPABHUSHAN,2025-09
2025-09-01 03:55:00+00:00,1563.300048828125,136.8000030517578,1563.300048828125,136.8000030517578,1567.0999755859375,136.83999633789062,1563.300048828125,135.0,1567.0999755859375,136.83999633789062,163.0,1999.0,DPABHUSHAN,2025-09
2025-09-01 04:00:00+00:00,1564.0999755859375,135.0,1564.0999755859375,135.0,1565.5999755859375,136.8000030517578,1564.0999755859375,135.0,1565.5999755859375,136.75,71.0,3348.0,DPABHUSHAN,2025-09
2025-09-01 04:05:00+00:00,1563.9000244140625,135.99000549316406,1563.9000244140625,135.99000549316406,1563.9000244140625,136.0,1562.199951171875,135.0,1562.199951171875,135.9199981689453,3.0,2067.0,DPABHUSHAN,2025-09
2025-09-01 04:10:00+00:00,1568.0,135.0,1568.0,135.0,1568.0,135.99000549316406,1564.800048828125,134.50999450683594,1565.4000244140625,135.0500030517578,104.0,1965.0,DPABHUSHAN,2025-09
2025-09-01 04:15:00+00:00,1561.9000244140625,135.99000549316406,1561.9000244140625,135.99000549316406,1571.699951171875,136.0,1561.9000244140625,134.50999450683594,1571.699951171875,135.0,5360.0,935.0,DPABHUSHAN,2025-09
2025-09-01 04:20:00+00:00,1561.9000244140625,135.85000610351562,1561.9000244140625,135.85000610351562,1561.9000244140625,136.0,1557.0,135.85000610351562,1559.0999755859375,135.99000549316406,73.0,1541.0,DPABHUSHAN,2025-09
2025-09-01 04:25:00+00:00,,136.0,,136.0,,136.0,,135.17999267578125,,135.85000610351562,,326.0,DPABHUSHAN,2025-09
2025-09-01 04:30:00+00:00,1564.5999755859375,135.75,1564.5999755859375,135.75,1564.5999755859375,136.0,1563.0999755859375,135.75,1563.0999755859375,135.85000610351562,101.0,707.0,DPABHUSHAN,2025-09
2025-09-01 04:35:00+00:00,1561.5999755859375,136.0,1561.5999755859375,136.0,1561.5999755859375,136.0,1559.800048828125,135.85000610351562,1559.9000244140625,135.85000610351562,260.0,2840.0,DPABHUSHAN,2025-09
2025-09-01 04:40:00+00:00,1564.5,136.0,1564.5,136.0,1564.5,136.0,1561.5,135.8699951171875,1563.0999755859375,136.0,36.0,2829.0,DPABHUSHAN,2025-09
2025-09-01 04:45:00+00:00,1564.4000244140625,136.8000030517578,1564.4000244140625,136.8000030517578,1564.4000244140625,136.8000030517578,1564.4000244140625,136.0,1564.4000244140625,136.05999755859375,1.0,0.0,DPABHUSHAN,2025-09
2025-09-01 04:50:00+00:00,1570.0,136.8000030517578,1570.0,136.8000030517578,1570.0,136.8000030517578,1562.800048828125,136.3699951171875,1564.0999755859375,136.3699951171875,5392.0,2307.0,DPABHUSHAN,2025-09
2025-09-01 04:55:00+00:00,1576.0999755859375,136.39999389648438,1576.0999755859375,136.39999389648438,1579.4000244140625,136.39999389648438,1570.5999755859375,136.0,1570.5999755859375,136.39999389648438,416.0,1251.0,DPABHUSHAN,2025-09
2025-09-01 05:00:00+00:00,1576.300048828125,136.02000427246094,1576.300048828125,136.02000427246094,1578.5,137.85000610351562,1575.699951171875,136.02000427246094,1575.699951171875,136.39999389648438,244.0,698.0,DPABHUSHAN,2025-09
