datetime,adj_close,adj_close,adj_close,close,close,close,high,high,high,low,low,low,open,open,open,volume,volume,volume,symbol,month
2025-09-01 03:45:00+00:00,994.9000244140625,48.349998474121094,146.6999969482422,994.9000244140625,48.349998474121094,146.6999969482422,996.0,48.349998474121094,147.44000244140625,984.0,48.349998474121094,146.0,987.1500244140625,48.349998474121094,146.75,0,0.0,0.0,ARISINFRA,2025-09
2025-09-01 03:50:00+00:00,999.25,,146.9499969482422,999.25,,146.9499969482422,1001.0,,146.9499969482422,992.5,,146.5800018310547,994.5,,146.72000122070312,29111,,1275.0,ARISINFRA,2025-09
2025-09-01 03:55:00+00:00,998.3499755859375,,147.16000366210938,998.3499755859375,,147.16000366210938,1007.5499877929688,,147.44000244140625,997.75,,146.4199981689453,1000.4500122070312,,146.6699981689453,56563,,5040.0,ARISINFRA,2025-09
2025-09-01 04:00:00+00:00,998.7999877929688,,147.4600067138672,998.7999877929688,,147.4600067138672,999.7999877929688,,147.58999633789062,998.0,,146.61000061035156,998.4500122070312,,147.58999633789062,5692,,2080.0,ARISINFRA,2025-09
2025-09-01 04:05:00+00:00,1006.0499877929688,,147.67999267578125,1006.0499877929688,,147.67999267578125,1007.2999877929688,,147.89999389648438,998.0499877929688,,147.42999267578125,998.7999877929688,,147.80999755859375,55150,,13543.0,ARISINFRA,2025-09
2025-09-01 04:10:00+00:00,1006.8499755859375,48.25,148.0,1006.8499755859375,48.25,148.0,1011.0499877929688,48.25,148.0,1004.7999877929688,48.25,147.47999572753906,1006.0,48.25,147.6999969482422,70216,3.0,27203.0,ARISINFRA,2025-09
2025-09-01 04:15:00+00:00,1010.6500244140625,,147.94000244140625,1010.6500244140625,,147.94000244140625,1011.0999755859375,,148.0,1006.2999877929688,,147.6999969482422,1006.2999877929688,,148.0,24065,,3426.0,ARISINFRA,2025-09
2025-09-01 04:20:00+00:00,1008.9500122070312,,147.86000061035156,1008.9500122070312,,147.86000061035156,1011.7999877929688,,148.0,1008.2000122070312,,147.52999877929688,1011.7999877929688,,147.92999267578125,25260,,2355.0,ARISINFRA,2025-09
2025-09-01 04:25:00+00:00,1008.5,,147.8800048828125,1008.5,,147.8800048828125,1010.4000244140625,,147.9199981689453,1007.9500122070312,,147.7899932861328,1008.4500122070312,,147.85000610351562,20726,,828.0,ARISINFRA,2025-09
2025-09-01 04:30:00+00:00,1011.7000122070312,,147.91000366210938,1011.7000122070312,,147.91000366210938,1011.7999877929688,,147.91000366210938,1005.75,,147.6199951171875,1009.2999877929688,,147.63999938964844,38964,,1692.0,ARISINFRA,2025-09
2025-09-01 04:35:00+00:00,1011.3499755859375,48.20000076293945,147.27999877929688,1011.3499755859375,48.20000076293945,147.27999877929688,1012.9000244140625,48.20000076293945,147.97000122070312,1010.0499877929688,48.20000076293945,147.0500030517578,1011.5499877929688,48.20000076293945,147.9199981689453,30752,2.0,3039.0,ARISINFRA,2025-09
2025-09-01 04:40:00+00:00,1011.0,48.25,147.4600067138672,1011.0,48.25,147.4600067138672,1012.0999755859375,48.25,147.4600067138672,1010.0,48.25,147.00999450683594,1011.1500244140625,48.25,147.3300018310547,14632,99.0,941.0,ARISINFRA,2025-09
2025-09-01 04:45:00+00:00,1007.3499755859375,,146.92999267578125,1007.3499755859375,,146.92999267578125,1011.0499877929688,,147.25999450683594,1007.3499755859375,,146.92999267578125,1011.0499877929688,,147.11000061035156,17557,,1750.0,ARISINFRA,2025-09
2025-09-01 04:50:00+00:00,1011.0499877929688,,147.0,1011.0499877929688,,147.0,1011.9500122070312,,147.0,1007.3499755859375,,146.74000549316406,1007.5,,146.74000549316406,19472,,773.0,ARISINFRA,2025-09
2025-09-01 04:55:00+00:00,1013.2999877929688,,147.0,1013.2999877929688,,147.0,1013.9500122070312,,147.0,1011.0,,146.85000610351562,1011.0499877929688,,147.0,31079,,626.0,ARISINFRA,2025-09
2025-09-01 05:00:00+00:00,1016.2999877929688,48.25,146.99000549316406,1016.2999877929688,48.25,146.99000549316406,1018.5999755859375,48.25,147.6999969482422,1011.0,48.25,146.77999877929688,1012.7000122070312,48.25,147.0,55947,450.0,11045.0,ARISINFRA,2025-09
2025-09-01 05:05:00+00:00,1016.0,,147.0,1016.0,,147.0,1019.75,,147.3800048828125,1015.2000122070312,,146.72000122070312,1016.25,,146.72000122070312,27838,,12609.0,ARISINFRA,2025-09
2025-09-01 05:10:00+00:00,1019.2999877929688,,146.8000030517578,1019.2999877929688,,146.8000030517578,1023.0,,147.0,1015.2000122070312,,146.5399932861328,1015.2999877929688,,147.0,87149,,2422.0,ARISINFRA,2025-09
2025-09-01 05:15:00+00:00,1017.0499877929688,,146.8000030517578,1017.0499877929688,,146.8000030517578,1020.2999877929688,,146.8000030517578,1015.5,,146.50999450683594,1019.2999877929688,,146.50999450683594,15183,,407.0,ARISINFRA,2025-09
2025-09-01 05:20:00+00:00,1018.5999755859375,,146.8000030517578,1018.5999755859375,,146.8000030517578,1020.1500244140625,,146.89999389648438,1016.5999755859375,,146.66000366210938,1018.0,,146.7899932861328,24180,,1492.0,ARISINFRA,2025-09
2025-09-01 05:25:00+00:00,1018.4500122070312,,146.47000122070312,1018.4500122070312,,146.47000122070312,1018.5,,146.8000030517578,1016.0999755859375,,146.2899932861328,1017.8499755859375,,146.8000030517578,14130,,7338.0,ARISINFRA,2025-09
2025-09-01 05:30:00+00:00,1017.8499755859375,,145.99000549316406,1017.8499755859375,,145.99000549316406,1020.7999877929688,,146.49000549316406,1017.8499755859375,,145.99000549316406,1018.8499755859375,,146.47000122070312,18336,,10076.0,ARISINFRA,2025-09
2025-09-01 05:35:00+00:00,1018.0,,145.9600067138672,1018.0,,145.9600067138672,1020.6500244140625,,146.0,1017.0,,145.61000061035156,1017.9000244140625,,145.9600067138672,15682,,3385.0,ARISINFRA,2025-09
2025-09-01 05:40:00+00:00,1015.1500244140625,,146.0,1015.1500244140625,,146.0,1019.9000244140625,,146.0,1015.1500244140625,,145.89999389648438,1019.0,,145.9600067138672,17462,,1541.0,ARISINFRA,2025-09
2025-09-01 05:45:00+00:00,1013.1500244140625,,145.72999572753906,1013.1500244140625,,145.72999572753906,1015.9500122070312,,146.07000732421875,1011.0,,145.47999572753906,1015.9500122070312,,146.0,22826,,7955.0,ARISINFRA,2025-09
2025-09-01 05:50:00+00:00,1016.0,,146.0399932861328,1016.0,,146.0399932861328,1017.2999877929688,,146.0399932861328,1012.1500244140625,,145.4499969482422,1013.2000122070312,,145.5500030517578,13693,,3537.0,ARISINFRA,2025-09
2025-09-01 05:55:00+00:00,1018.5,,146.0,1018.5,,146.0,1018.5,,146.41000366210938,1015.6500244140625,,145.91000366210938,1016.0,,146.02000427246094,7078,,1619.0,ARISINFRA,2025-09
2025-09-01 06:00:00+00:00,1016.2000122070312,,146.0,1016.2000122070312,,146.0,1017.75,,146.0,1016.0499877929688,,145.88999938964844,1017.75,,145.88999938964844,3449,,1472.0,ARISINFRA,2025-09
2025-09-01 06:05:00+00:00,1014.1500244140625,,145.99000549316406,1014.1500244140625,,145.99000549316406,1016.3499755859375,,146.19000244140625,1014.0499877929688,,145.83999633789062,1016.3499755859375,,145.83999633789062,7175,,513.0,ARISINFRA,2025-09
2025-09-01 06:10:00+00:00,1017.2000122070312,,145.5500030517578,1017.2000122070312,,145.5500030517578,1017.2000122070312,,146.0,1014.0,,145.5500030517578,1014.0,,145.99000549316406,6770,,2113.0,ARISINFRA,2025-09
2025-09-01 06:15:00+00:00,1015.0,,145.83999633789062,1015.0,,145.83999633789062,1018.5999755859375,,145.83999633789062,1015.0,,145.5800018310547,1017.0999755859375,,145.72000122070312,7547,,272.0,ARISINFRA,2025-09
