symbol,rec_date,event_type,event_date,price,note
TATVA,2025-10-20,TARGET_HIT,2025-10-20,1365.0,
TBZ,2025-10-20,TARGET_HIT,2025-10-20,184.8000030517578,
TCPLPACK,2025-10-20,TARGET_HIT,2025-10-20,3515.60009765625,
TDPOWERSYS,2025-10-20,TARGET_HIT,2025-10-20,645.5999755859375,
TEXMOPIPES,2025-10-20,TARGET_HIT,2025-10-20,55.52999877929688,
THYROCARE,2025-10-20,TARGET_HIT,2025-10-20,1247.300048828125,
TI,2025-10-20,TARGET_HIT,2025-10-20,475.7999877929688,
TITAN,2025-10-20,TARGET_HIT,2025-10-20,3714.10009765625,
TMB,2025-10-20,TARGET_HIT,2025-10-20,445.5,
TOKYOPLAST,2025-10-20,TARGET_HIT,2025-10-20,126.0500030517578,
TORNTPOWER,2025-10-20,TARGET_HIT,2025-10-20,1309.4000244140625,
TRACXN,2025-10-20,TARGET_HIT,2025-10-20,53.34000015258789,
TREJHARA,2025-10-20,TARGET_HIT,2025-10-20,213.1600036621093,
TVSHLTD,2025-10-20,TARGET_HIT,2025-10-20,14830.0,
TVSMOTOR,2025-10-20,TARGET_HIT,2025-10-20,3642.0,
TVSSRICHAK,2025-10-20,TARGET_HIT,2025-10-20,4084.199951171875,
UCOBANK,2025-10-20,TARGET_HIT,2025-10-20,32.189998626708984,
UJJIVANSFB,2025-10-20,TARGET_HIT,2025-10-20,51.36000061035156,
UMAEXPORTS,2025-10-20,TARGET_HIT,2025-10-20,48.56999969482422,
UMESLTD,2025-10-20,TARGET_HIT,2025-10-20,5.71999979019165,
UMIYA-MRO,2025-10-20,TARGET_HIT,2025-10-20,105.5999984741211,
UNIONBANK,2025-10-20,TARGET_HIT,2025-10-20,142.3000030517578,
UNIPARTS,2025-10-20,TARGET_HIT,2025-10-20,529.0499877929688,
UNIVPHOTO,2025-10-20,TARGET_HIT,2025-10-20,269.0,
VASWANI,2025-10-20,TARGET_HIT,2025-10-20,58.56999969482422,
VHL,2025-10-20,TARGET_HIT,2025-10-20,4083.89990234375,
VHLTD,2025-10-20,TARGET_HIT,2025-10-20,127.8000030517578,
VINNY,2025-10-20,TARGET_HIT,2025-10-20,1.25,
VISASTEEL,2025-10-20,TARGET_HIT,2025-10-20,64.19999694824219,
VOLTAS,2025-10-20,TARGET_HIT,2025-10-20,1445.0,
WAAREEENER,2025-10-20,TARGET_HIT,2025-10-20,3512.0,
WAAREERTL,2025-10-20,TARGET_HIT,2025-10-20,1230.5,
WELINV,2025-10-20,TARGET_HIT,2025-10-20,1171.5,
WELSPUNLIV,2025-10-20,TARGET_HIT,2025-10-20,120.91000366210938,
WEWIN,2025-10-20,TARGET_HIT,2025-10-20,63.4900016784668,
WHIRLPOOL,2025-10-20,TARGET_HIT,2025-10-20,1350.0,
WSI,2025-10-20,TARGET_HIT,2025-10-20,79.4000015258789,
XELPMOC,2025-10-20,TARGET_HIT,2025-10-20,135.6699981689453,
YATRA,2025-10-20,TARGET_HIT,2025-10-20,162.94000244140625,
ZOTA,2025-10-20,TARGET_HIT,2025-10-20,1567.300048828125,
AYMSYNTEX,2025-10-20,TARGET_HIT,2025-10-21,185.4199981689453,
CELEBRITY,2025-10-20,TARGET_HIT,2025-10-21,10.84000015258789,
DHANUKA,2025-10-20,TARGET_HIT,2025-10-21,1421.4000244140625,
DISHTV,2025-10-20,TARGET_HIT,2025-10-21,4.510000228881836,
INDOUS,2025-10-20,TARGET_HIT,2025-10-21,131.35000610351562,
JINDALSAW,2025-10-20,TARGET_HIT,2025-10-21,191.0399932861328,
SMLISUZU,2025-10-20,TARGET_HIT,2025-10-21,2921.10009765625,
TPLPLASTEH,2025-10-20,TARGET_HIT,2025-10-21,69.5999984741211,
WANBURY,2025-10-20,TARGET_HIT,2025-10-21,235.1499938964844,
ZEEMEDIA,2025-10-20,TARGET_HIT,2025-10-21,11.359999656677246,
360ONE,2025-10-20,TARGET_HIT,2025-10-20,1187.4000244140625,
ACUTAAS,2025-10-20,TARGET_HIT,2025-10-20,1637.0999755859375,
ADANIPOWER,2025-10-20,TARGET_HIT,2025-10-20,170.35000610351562,
ADOR,2025-10-20,TARGET_HIT,2025-10-20,1153.0,
AGI,2025-10-20,TARGET_HIT,2025-10-21,848.8499755859375,
ALPSINDUS,2025-10-20,TARGET_HIT,2025-10-21,1.8600000143051147,
ANGELONE,2025-10-20,TARGET_HIT,2025-10-20,2509.60009765625,
ARIES,2025-10-20,TARGET_HIT,2025-10-21,371.7999877929688,
ARSHIYA,2025-10-20,TARGET_HIT,2025-10-21,1.7200000286102295,
ATHERENERG,2025-10-20,TARGET_HIT,2025-10-20,707.4000244140625,
AUBANK,2025-10-20,TARGET_HIT,2025-10-20,865.75,
AVANTEL,2025-10-20,TARGET_HIT,2025-10-21,181.82000732421875,
AYMSYNTEX,2025-10-20,TARGET_HIT,2025-10-21,185.4199981689453,
BAJAJFINSV,2025-10-20,TARGET_HIT,2025-10-20,2146.0,
BAJFINANCE,2025-10-20,TARGET_HIT,2025-10-20,1084.449951171875,
BHARATRAS,2025-10-20,TARGET_HIT,2025-10-21,10716.0,
BHARTIARTL,2025-10-20,TARGET_HIT,2025-10-20,2051.0,
CEATLTD,2025-10-20,TARGET_HIT,2025-10-20,4092.89990234375,
CSBBANK,2025-10-20,TARGET_HIT,2025-10-20,420.7000122070313,
DBEIL,2025-10-20,TARGET_HIT,2025-10-21,157.1699981689453,
DCBBANK,2025-10-20,TARGET_HIT,2025-10-20,145.9199981689453,
DRCSYSTEMS,2025-10-20,TARGET_HIT,2025-10-21,19.82999992370605,
EUROBOND,2025-10-20,TARGET_HIT,2025-10-21,213.75999450683597,
FEDERALBNK,2025-10-20,TARGET_HIT,2025-10-20,228.25,
FELDVR,2025-10-20,TARGET_HIT,2025-10-21,3.5,
FSC,2025-10-20,TARGET_HIT,2025-10-21,2.390000104904175,
GANDHITUBE,2025-10-20,TARGET_HIT,2025-10-21,917.9500122070312,
GFLLIMITED,2025-10-20,TARGET_HIT,2025-10-20,71.13999938964844,
GHCL,2025-10-20,TARGET_HIT,2025-10-20,651.0999755859375,
GIPCL,2025-10-20,TARGET_HIT,2025-10-21,186.0,
GMBREW,2025-10-20,TARGET_HIT,2025-10-20,1152.6500244140625,
GODREJPROP,2025-10-20,TARGET_HIT,2025-10-20,2285.39990234375,
GOENKA,2025-10-20,TARGET_HIT,2025-10-20,1.2599999904632568,
GUJAPOLLO,2025-10-20,TARGET_HIT,2025-10-21,449.1000061035156,
GUJRAFFIA,2025-10-20,TARGET_HIT,2025-10-20,71.08000183105469,
HCG,2025-10-20,TARGET_HIT,2025-10-20,732.0,
HDFCBANK,2025-10-20,TARGET_HIT,2025-10-20,1005.1500244140624,
HUHTAMAKI,2025-10-20,TARGET_HIT,2025-10-20,262.9700012207031,
HYBRIDFIN,2025-10-20,TARGET_HIT,2025-10-20,27.51000022888184,
IMAGICAA,2025-10-20,TARGET_HIT,2025-10-21,54.380001068115234,
INDIANB,2025-10-20,TARGET_HIT,2025-10-20,814.7999877929688,
INDORAMA,2025-10-20,TARGET_HIT,2025-10-20,69.5,
INDOUS,2025-10-20,TARGET_HIT,2025-10-21,131.35000610351562,
INGERRAND,2025-10-20,TARGET_HIT,2025-10-21,3926.199951171875,
JKTYRE,2025-10-20,TARGET_HIT,2025-10-20,417.5,
KARURVYSYA,2025-10-20,TARGET_HIT,2025-10-20,239.27999877929688,
KHANDSE,2025-10-20,TARGET_HIT,2025-10-21,22.739999771118164,
KICL,2025-10-20,TARGET_HIT,2025-10-20,5642.7998046875,
KOTAKBANK,2025-10-20,TARGET_HIT,2025-10-20,2206.39990234375,
LATTEYS,2025-10-20,TARGET_HIT,2025-10-20,27.0,
LEXUS,2025-10-20,TARGET_HIT,2025-10-21,33.220001220703125,
LGHL,2025-10-20,TARGET_HIT,2025-10-21,320.8999938964844,
LORDSCHLO,2025-10-20,TARGET_HIT,2025-10-20,221.0,
LYPSAGEMS,2025-10-20,TARGET_HIT,2025-10-21,6.260000228881836,
MITCON,2025-10-20,TARGET_HIT,2025-10-21,76.19999694824219,
MTARTECH,2025-10-20,TARGET_HIT,2025-10-20,2201.199951171875,
MUFIN,2025-10-20,TARGET_HIT,2025-10-20,98.91999816894533,
NAM-INDIA,2025-10-20,TARGET_HIT,2025-10-20,941.0999755859376,
NESTLEIND,2025-10-20,TARGET_HIT,2025-10-20,1285.300048828125,
NSIL,2025-10-20,TARGET_HIT,2025-10-20,8295.0,
NURECA,2025-10-20,TARGET_HIT,2025-10-20,328.5400085449219,
ORTEL,2025-10-20,TARGET_HIT,2025-10-20,1.950000047683716,
PASHUPATI,2025-10-20,TARGET_HIT,2025-10-20,755.75,
PILANIINVS,2025-10-20,TARGET_HIT,2025-10-20,5839.5,
PRIVISCL,2025-10-20,TARGET_HIT,2025-10-20,2875.0,
PROTEAN,2025-10-20,TARGET_HIT,2025-10-21,868.6500244140625,
PVP,2025-10-20,TARGET_HIT,2025-10-21,29.43000030517578,
RADICO,2025-10-20,TARGET_HIT,2025-10-20,3231.699951171875,
RAJRATAN,2025-10-20,TARGET_HIT,2025-10-20,365.0,
RBLBANK,2025-10-20,TARGET_HIT,2025-10-20,324.95001220703125,
RELIANCE,2025-10-20,TARGET_HIT,2025-10-20,1467.800048828125,
SADHNANIQ,2025-10-20,TARGET_HIT,2025-10-21,9.5600004196167,
SARLAPOLY,2025-10-20,TARGET_HIT,2025-10-21,92.8000030517578,
SBIN,2025-10-20,TARGET_HIT,2025-10-20,907.1500244140624,
SELMC,2025-10-20,TARGET_HIT,2025-10-20,39.34000015258789,
SHARDACROP,2025-10-20,TARGET_HIT,2025-10-21,839.25,
SHAREINDIA,2025-10-20,TARGET_HIT,2025-10-20,204.13999938964844,
SHRADHA,2025-10-20,TARGET_HIT,2025-10-21,46.04999923706055,
SILINV,2025-10-20,TARGET_HIT,2025-10-20,682.25,
SOMATEX,2025-10-20,TARGET_HIT,2025-10-20,93.5,
SONAMLTD,2025-10-20,TARGET_HIT,2025-10-21,43.959999084472656,
SOUTHBANK,2025-10-20,TARGET_HIT,2025-10-20,38.2400016784668,
SUNDARAM,2025-10-20,TARGET_HIT,2025-10-21,1.8899999856948853,
SUNDROP,2025-10-20,TARGET_HIT,2025-10-21,778.7000122070312,
TATVA,2025-10-20,TARGET_HIT,2025-10-20,1365.0,
TEMBO,2025-10-20,TARGET_HIT,2025-10-21,633.7000122070312,
THOMASCOTT,2025-10-20,TARGET_HIT,2025-10-21,359.70001220703125,
TIJARIA,2025-10-20,TARGET_HIT,2025-10-21,6.369999885559082,
TVSHLTD,2025-10-20,TARGET_HIT,2025-10-20,14830.0,
TVSMOTOR,2025-10-20,TARGET_HIT,2025-10-20,3642.0,
WANBURY,2025-10-20,TARGET_HIT,2025-10-21,235.1499938964844,
WELINV,2025-10-20,TARGET_HIT,2025-10-20,1171.5,
XELPMOC,2025-10-20,TARGET_HIT,2025-10-20,135.6699981689453,
ZEEMEDIA,2025-10-20,TARGET_HIT,2025-10-21,11.359999656677246,
360ONE,2025-10-21,TARGET_HIT,2025-10-21,1175.4000244140625,
3MINDIA,2025-10-21,TARGET_HIT,2025-10-21,29790.0,
AADHARHFC,2025-10-21,TARGET_HIT,2025-10-21,515.6500244140625,
AAREYDRUGS,2025-10-21,TARGET_HIT,2025-10-21,89.0,
AARTECH,2025-10-21,TARGET_HIT,2025-10-21,59.34999847412109,
AARTIPHARM,2025-10-21,TARGET_HIT,2025-10-21,846.9000244140625,
ABDL,2025-10-21,TARGET_HIT,2025-10-21,603.6500244140625,
ABSLAMC,2025-10-21,TARGET_HIT,2025-10-21,870.0499877929688,
ACCELYA,2025-10-21,TARGET_HIT,2025-10-21,1499.800048828125,
ACEINTEG,2025-10-21,TARGET_HIT,2025-10-21,24.86000061035156,
ACLGATI,2025-10-21,TARGET_HIT,2025-10-21,61.459999084472656,
ACMESOLAR,2025-10-21,TARGET_HIT,2025-10-21,290.3500061035156,
ACUTAAS,2025-10-21,TARGET_HIT,2025-10-21,1788.5999755859375,
ADANIPORTS,2025-10-21,TARGET_HIT,2025-10-21,1473.5,
ADANIPOWER,2025-10-21,TARGET_HIT,2025-10-21,170.77999877929688,
ADOR,2025-10-21,TARGET_HIT,2025-10-21,1168.3499755859375,
ADROITINFO,2025-10-21,TARGET_HIT,2025-10-21,11.510000228881836,
AETHER,2025-10-21,TARGET_HIT,2025-10-21,758.0,
AGARWALEYE,2025-10-21,TARGET_HIT,2025-10-21,542.5499877929688,
AHLEAST,2025-10-21,TARGET_HIT,2025-10-21,151.83999633789062,
ALBERTDAVD,2025-10-21,TARGET_HIT,2025-10-21,797.75,
ALKEM,2025-10-21,TARGET_HIT,2025-10-21,5547.5,
ALLCARGO,2025-10-21,TARGET_HIT,2025-10-21,33.9900016784668,
ALLTIME,2025-10-21,TARGET_HIT,2025-10-21,286.75,
ANANDRATHI,2025-10-21,TARGET_HIT,2025-10-21,3191.10009765625,
ANGELONE,2025-10-21,TARGET_HIT,2025-10-21,2497.800048828125,
ANIKINDS,2025-10-21,TARGET_HIT,2025-10-21,80.12000274658203,
APOLLOHOSP,2025-10-21,TARGET_HIT,2025-10-21,8012.0,
APOLLOTYRE,2025-10-21,TARGET_HIT,2025-10-21,515.1500244140625,
ARENTERP,2025-10-21,TARGET_HIT,2025-10-21,45.369998931884766,
ARFIN,2025-10-21,TARGET_HIT,2025-10-21,51.95000076293945,
ARISINFRA,2025-10-21,TARGET_HIT,2025-10-21,175.5800018310547,
ARTEMISMED,2025-10-21,TARGET_HIT,2025-10-21,242.38999938964844,
ARTNIRMAN,2025-10-21,TARGET_HIT,2025-10-21,53.119998931884766,
ASAHIINDIA,2025-10-21,TARGET_HIT,2025-10-21,938.9000244140624,
ASALCBR,2025-10-21,TARGET_HIT,2025-10-21,1060.949951171875,
ASHIMASYN,2025-10-21,TARGET_HIT,2025-10-21,22.38999938964844,
ASIANHOTNR,2025-10-21,TARGET_HIT,2025-10-21,334.6499938964844,
ASIANPAINT,2025-10-21,TARGET_HIT,2025-10-21,2504.60009765625,
ASIANTILES,2025-10-21,TARGET_HIT,2025-10-21,64.47000122070312,
ASTERDM,2025-10-21,TARGET_HIT,2025-10-21,722.9500122070312,
ATALREAL,2025-10-21,TARGET_HIT,2025-10-21,24.770000457763672,
ATAM,2025-10-21,TARGET_HIT,2025-10-21,90.22000122070312,
ATHERENERG,2025-10-21,TARGET_HIT,2025-10-21,765.8499755859375,
AUBANK,2025-10-21,TARGET_HIT,2025-10-21,861.3499755859375,
AURUM,2025-10-21,TARGET_HIT,2025-10-21,180.5399932861328,
AVANTIFEED,2025-10-21,TARGET_HIT,2025-10-21,691.1500244140625,
AWFIS,2025-10-21,TARGET_HIT,2025-10-21,618.25,
AXISBANK,2025-10-21,TARGET_HIT,2025-10-21,1237.300048828125,
AXITA,2025-10-21,TARGET_HIT,2025-10-21,8.430000305175781,
BAJAJCON,2025-10-21,TARGET_HIT,2025-10-21,272.8399963378906,
BAJAJFINSV,2025-10-21,TARGET_HIT,2025-10-21,2169.10009765625,
BAJFINANCE,2025-10-21,TARGET_HIT,2025-10-21,1086.5,
BANKA,2025-10-21,TARGET_HIT,2025-10-21,92.54000091552734,
BANKINDIA,2025-10-21,TARGET_HIT,2025-10-21,130.25999450683594,
BBTC,2025-10-21,TARGET_HIT,2025-10-21,2056.699951171875,
BBTCL,2025-10-21,TARGET_HIT,2025-10-21,200.5399932861328,
BECTORFOOD,2025-10-21,TARGET_HIT,2025-10-21,1347.9000244140625,
BEL,2025-10-21,TARGET_HIT,2025-10-21,417.7000122070313,
BELLACASA,2025-10-21,TARGET_HIT,2025-10-21,462.2000122070313,
BERGEPAINT,2025-10-21,TARGET_HIT,2025-10-21,541.4000244140625,
BFINVEST,2025-10-21,TARGET_HIT,2025-10-21,484.5,
BGRENERGY,2025-10-21,TARGET_HIT,2025-10-21,445.1799926757813,
BHAGERIA,2025-10-21,TARGET_HIT,2025-10-21,194.66000366210935,
BHARATRAS,2025-10-21,TARGET_HIT,2025-10-21,10716.0,
BHARATSE,2025-10-21,TARGET_HIT,2025-10-21,228.30999755859372,
BHARATWIRE,2025-10-21,TARGET_HIT,2025-10-21,177.74000549316406,
BHARTIARTL,2025-10-21,TARGET_HIT,2025-10-21,2043.5,
BHARTIHEXA,2025-10-21,TARGET_HIT,2025-10-21,1812.699951171875,
BIOCON,2025-10-21,TARGET_HIT,2025-10-21,366.1000061035156,
BLACKBUCK,2025-10-21,TARGET_HIT,2025-10-21,733.5,
BLUESTARCO,2025-10-21,TARGET_HIT,2025-10-21,1963.0,
BORANA,2025-10-21,TARGET_HIT,2025-10-21,230.2400054931641,
BORORENEW,2025-10-21,TARGET_HIT,2025-10-21,676.75,
BOSCHLTD,2025-10-21,TARGET_HIT,2025-10-21,39200.0,
BRIGADE,2025-10-21,TARGET_HIT,2025-10-21,980.8499755859376,
BRITANNIA,2025-10-21,TARGET_HIT,2025-10-21,6075.0,
BSL,2025-10-21,TARGET_HIT,2025-10-21,186.41000366210935,
CANFINHOME,2025-10-21,TARGET_HIT,2025-10-21,844.4000244140625,
CARRARO,2025-10-21,TARGET_HIT,2025-10-21,514.5999755859375,
CARTRADE,2025-10-21,TARGET_HIT,2025-10-21,2514.10009765625,
CEATLTD,2025-10-21,TARGET_HIT,2025-10-21,4289.7001953125,
CENTRALBK,2025-10-21,TARGET_HIT,2025-10-21,39.09999847412109,
CEREBRAINT,2025-10-21,TARGET_HIT,2025-10-21,8.899999618530273,
CESC,2025-10-21,TARGET_HIT,2025-10-21,180.5200042724609,
CIEINDIA,2025-10-21,TARGET_HIT,2025-10-21,433.25,
CINEVISTA,2025-10-21,TARGET_HIT,2025-10-21,18.920000076293945,
CIPLA,2025-10-21,TARGET_HIT,2025-10-21,1663.5999755859375,
COASTCORP,2025-10-21,TARGET_HIT,2025-10-21,37.34000015258789,
COHANCE,2025-10-21,TARGET_HIT,2025-10-21,898.2999877929688,
CRISIL,2025-10-21,TARGET_HIT,2025-10-21,4955.89990234375,
CRIZAC,2025-10-21,TARGET_HIT,2025-10-21,319.8999938964844,
CSBBANK,2025-10-21,TARGET_HIT,2025-10-21,422.5499877929688,
CTE,2025-10-21,TARGET_HIT,2025-10-21,49.790000915527344,
CUB,2025-10-21,TARGET_HIT,2025-10-21,226.13999938964844,
CUMMINSIND,2025-10-21,TARGET_HIT,2025-10-21,4000.89990234375,
CUPID,2025-10-21,TARGET_HIT,2025-10-21,250.69000244140625,
DANGEE,2025-10-21,TARGET_HIT,2025-10-21,4.320000171661377,
DCBBANK,2025-10-21,TARGET_HIT,2025-10-21,158.05999755859375,
DCMSHRIRAM,2025-10-21,TARGET_HIT,2025-10-21,1242.5999755859375,
DCMSRIND,2025-10-21,TARGET_HIT,2025-10-21,176.39999389648438,
DELPHIFX,2025-10-21,TARGET_HIT,2025-10-21,248.6199951171875,
DHANBANK,2025-10-21,TARGET_HIT,2025-10-21,27.0,
DIAMONDYD,2025-10-21,TARGET_HIT,2025-10-21,1055.5,
DYNAMATECH,2025-10-21,TARGET_HIT,2025-10-21,8180.0,
EASTSILK,2025-10-20,TARGET_HIT,2025-10-20,63.540000915527344,
ECLERX,2025-10-21,TARGET_HIT,2025-10-21,4439.7998046875,
EICHERMOT,2025-10-21,TARGET_HIT,2025-10-21,7018.5,
ELDEHSG,2025-10-21,TARGET_HIT,2025-10-21,826.7000122070312,
EMUDHRA,2025-10-21,TARGET_HIT,2025-10-21,661.7999877929688,
ENERGYDEV,2025-10-21,TARGET_HIT,2025-10-21,20.18000030517578,
ETHOSLTD,2025-10-21,TARGET_HIT,2025-10-21,2920.300048828125,
EXPLEOSOL,2025-10-21,TARGET_HIT,2025-10-21,1026.800048828125,
FEDERALBNK,2025-10-21,TARGET_HIT,2025-10-21,227.44000244140625,
FIEMIND,2025-10-21,TARGET_HIT,2025-10-21,2026.699951171875,
FINOPB,2025-10-21,TARGET_HIT,2025-10-21,334.45001220703125,
FIVESTAR,2025-10-21,TARGET_HIT,2025-10-21,535.9500122070312,
FORTIS,2025-10-21,TARGET_HIT,2025-10-21,1097.9000244140625,
GANGESSECU,2025-10-21,TARGET_HIT,2025-10-21,157.94000244140625,
GARFIBRES,2025-10-21,TARGET_HIT,2025-10-21,783.5,
GARUDA,2025-10-21,TARGET_HIT,2025-10-21,200.97000122070312,
GATEWAY,2025-10-21,TARGET_HIT,2025-10-21,63.5,
GENESYS,2025-10-21,TARGET_HIT,2025-10-21,559.0,
GFLLIMITED,2025-10-21,TARGET_HIT,2025-10-21,77.12999725341797,
GHCL,2025-10-21,TARGET_HIT,2025-10-21,656.5499877929688,
GICRE,2025-10-21,TARGET_HIT,2025-10-21,386.5,
GINNIFILA,2025-10-21,TARGET_HIT,2025-10-21,45.27000045776367,
GKWLIMITED,2025-10-21,TARGET_HIT,2025-10-21,1757.4000244140625,
GLFL,2025-10-21,TARGET_HIT,2025-10-21,7.0,
GLOBALVECT,2025-10-21,TARGET_HIT,2025-10-21,233.2700042724609,
GLOBE,2025-10-21,TARGET_HIT,2025-10-21,2.3399999141693115,
GLOBECIVIL,2025-10-21,TARGET_HIT,2025-10-21,74.19000244140625,
GLOBUSSPR,2025-10-21,TARGET_HIT,2025-10-21,1106.5,
GMBREW,2025-10-21,TARGET_HIT,2025-10-21,1189.5,
GMMPFAUDLR,2025-10-21,TARGET_HIT,2025-10-21,1167.800048828125,
GMRAIRPORT,2025-10-21,TARGET_HIT,2025-10-21,92.01000213623048,
GMRP&UI,2025-10-21,TARGET_HIT,2025-10-21,119.83000183105467,
GODAVARIB,2025-10-21,TARGET_HIT,2025-10-21,270.3500061035156,
GODIGIT,2025-10-21,TARGET_HIT,2025-10-21,353.8999938964844,
GODREJPROP,2025-10-21,TARGET_HIT,2025-10-21,2293.5,
GOENKA,2025-10-21,TARGET_HIT,2025-10-21,1.3200000524520874,
GPTHEALTH,2025-10-21,TARGET_HIT,2025-10-21,150.77000427246094,
GRASIM,2025-10-21,TARGET_HIT,2025-10-21,2870.699951171875,
GREENLAM,2025-10-21,TARGET_HIT,2025-10-21,266.760009765625,
GRMOVER,2025-10-21,TARGET_HIT,2025-10-21,416.1000061035156,
GRPLTD,2025-10-21,TARGET_HIT,2025-10-21,2208.39990234375,
GSLSU,2025-10-21,TARGET_HIT,2025-10-21,112.19000244140624,
GUJRAFFIA,2025-10-21,TARGET_HIT,2025-10-21,78.18000030517578,
GUJTHEM,2025-10-21,TARGET_HIT,2025-10-21,458.25,
HAL,2025-10-21,TARGET_HIT,2025-10-21,4858.2001953125,
HAPPYFORGE,2025-10-21,TARGET_HIT,2025-10-21,1014.2000122070312,
HAVISHA,2025-10-21,TARGET_HIT,2025-10-21,2.2799999713897705,
HBLENGINE,2025-10-21,TARGET_HIT,2025-10-21,954.1500244140624,
HCG,2025-10-21,TARGET_HIT,2025-10-21,721.0999755859375,
HDFCBANK,2025-10-21,TARGET_HIT,2025-10-21,1007.7000122070312,
HFCL,2025-10-21,TARGET_HIT,2025-10-21,77.20999908447266,
HINDCOMPOS,2025-10-21,TARGET_HIT,2025-10-21,489.9500122070313,
HINDUNILVR,2025-10-21,TARGET_HIT,2025-10-21,2591.699951171875,
HINDWAREAP,2025-10-21,TARGET_HIT,2025-10-21,380.8500061035156,
HPIL,2025-10-21,TARGET_HIT,2025-10-21,138.2100067138672,
HUHTAMAKI,2025-10-21,TARGET_HIT,2025-10-21,268.2200012207031,
HYBRIDFIN,2025-10-21,TARGET_HIT,2025-10-21,32.02000045776367,
ICICIBANK,2025-10-21,TARGET_HIT,2025-10-21,1382.0,
ICICIGI,2025-10-21,TARGET_HIT,2025-10-21,2007.0,
IDBI,2025-10-21,TARGET_HIT,2025-10-21,94.3000030517578,
IDFCFIRSTB,2025-10-21,TARGET_HIT,2025-10-21,76.7699966430664,
IEL,2025-10-21,TARGET_HIT,2025-10-21,19.899999618530277,
IFBAGRO,2025-10-21,TARGET_HIT,2025-10-21,1122.3499755859375,
IFBIND,2025-10-21,TARGET_HIT,2025-10-21,1848.0,
IGCL,2025-10-21,TARGET_HIT,2025-10-21,110.25,
IIFLCAPS,2025-10-21,TARGET_HIT,2025-10-21,350.45001220703125,
IL&FSTRANS,2025-10-21,TARGET_HIT,2025-10-21,3.0199999809265137,
INDIAGLYCO,2025-10-21,TARGET_HIT,2025-10-21,986.8499755859376,
INDIANB,2025-10-21,TARGET_HIT,2025-10-21,813.2999877929688,
INDIASHLTR,2025-10-21,TARGET_HIT,2025-10-21,896.2999877929688,
INDIGO,2025-10-21,TARGET_HIT,2025-10-21,5913.0,
INDOFARM,2025-10-21,TARGET_HIT,2025-10-21,260.989990234375,
INDORAMA,2025-10-21,TARGET_HIT,2025-10-21,68.88999938964844,
INDOTHAI,2025-10-21,TARGET_HIT,2025-10-21,427.5499877929688,
INDUSINDBK,2025-10-21,TARGET_HIT,2025-10-21,758.4500122070312,
INFOMEDIA,2025-10-21,TARGET_HIT,2025-10-21,8.039999961853027,
INNOVANA,2025-10-21,TARGET_HIT,2025-10-21,506.7000122070313,
INOXGREEN,2025-10-21,TARGET_HIT,2025-10-21,263.3999938964844,
INOXINDIA,2025-10-21,TARGET_HIT,2025-10-21,1195.5,
IOB,2025-10-21,TARGET_HIT,2025-10-21,40.66999816894531,
ITC,2025-10-21,TARGET_HIT,2025-10-21,412.8500061035156,
J&KBANK,2025-10-21,TARGET_HIT,2025-10-21,107.3000030517578,
JHS,2025-10-21,TARGET_HIT,2025-10-21,13.289999961853027,
JKTYRE,2025-10-21,TARGET_HIT,2025-10-21,421.2000122070313,
JLHL,2025-10-21,TARGET_HIT,2025-10-21,1560.300048828125,
JPOLYINVST,2025-10-21,TARGET_HIT,2025-10-21,1017.0499877929688,
JSL,2025-10-21,TARGET_HIT,2025-10-21,797.5,
JUBLCPL,2025-10-21,TARGET_HIT,2025-10-21,2486.699951171875,
JUBLPHARMA,2025-10-21,TARGET_HIT,2025-10-21,1143.699951171875,
JYOTHYLAB,2025-10-21,TARGET_HIT,2025-10-21,320.6499938964844,
KAJARIACER,2025-10-21,TARGET_HIT,2025-10-21,1217.4000244140625,
KALPATARU,2025-10-21,TARGET_HIT,2025-10-21,392.5,
KANSAINER,2025-10-21,TARGET_HIT,2025-10-21,256.8500061035156,
KAPSTON,2025-10-21,TARGET_HIT,2025-10-21,258.82000732421875,
KARURVYSYA,2025-10-21,TARGET_HIT,2025-10-21,244.83999633789065,
KEEPLEARN,2025-10-21,TARGET_HIT,2025-10-21,2.8399999141693115,
KERNEX,2025-10-21,TARGET_HIT,2025-10-21,1331.800048828125,
KICL,2025-10-21,TARGET_HIT,2025-10-21,5820.39990234375,
KILITCH,2025-10-21,TARGET_HIT,2025-10-21,375.2999877929688,
KINGFA,2025-10-21,TARGET_HIT,2025-10-21,4723.5,
KOTAKBANK,2025-10-21,TARGET_HIT,2025-10-21,2197.0,
KPIGREEN,2025-10-21,TARGET_HIT,2025-10-21,505.1000061035156,
KPIL,2025-10-21,TARGET_HIT,2025-10-21,1268.5999755859375,
KRISHIVAL,2025-10-21,TARGET_HIT,2025-10-21,502.7999877929688,
KRN,2025-10-21,TARGET_HIT,2025-10-21,856.9000244140625,
KTKBANK,2025-10-21,TARGET_HIT,2025-10-21,181.69000244140625,
LANDMARK,2025-10-21,TARGET_HIT,2025-10-21,646.1500244140625,
LATTEYS,2025-10-21,TARGET_HIT,2025-10-21,30.71999931335449,
LAURUSLABS,2025-10-21,TARGET_HIT,2025-10-21,923.9000244140624,
LINC,2025-10-21,TARGET_HIT,2025-10-21,130.60000610351562,
LORDSCHLO,2025-10-21,TARGET_HIT,2025-10-21,225.41000366210935,
LT,2025-10-21,TARGET_HIT,2025-10-21,3888.199951171875,
