datetime,adj_close,adj_close,adj_close,close,close,close,high,high,high,low,low,low,open,open,open,volume,volume,volume,symbol,month
2025-09-01 03:45:00+00:00,310.0,26.93000030517578,1.5399999618530273,310.0,26.93000030517578,1.5399999618530273,311.54998779296875,26.93000030517578,1.5399999618530273,310.0,26.93000030517578,1.5,310.0,26.93000030517578,1.5,0.0,0.0,0.0,FLFL,2025-09
2025-09-01 03:50:00+00:00,310.25,,1.5399999618530273,310.25,,1.5399999618530273,311.0,,1.5399999618530273,310.0,,1.5399999618530273,310.0,,1.5399999618530273,351.0,,0.0,FLFL,2025-09
2025-09-01 03:55:00+00:00,310.0,26.93000030517578,,310.0,26.93000030517578,,310.70001220703125,26.93000030517578,,310.0,26.93000030517578,,310.3999938964844,26.93000030517578,,630.0,1000.0,,FLFL,2025-09
2025-09-01 04:00:00+00:00,309.70001220703125,26.93000030517578,,309.70001220703125,26.93000030517578,,310.70001220703125,26.93000030517578,,309.70001220703125,26.93000030517578,,310.70001220703125,26.93000030517578,,1068.0,32.0,,FLFL,2025-09
2025-09-01 04:05:00+00:00,310.54998779296875,,1.4500000476837158,310.54998779296875,,1.4500000476837158,310.54998779296875,,1.4500000476837158,310.1000061035156,,1.4500000476837158,310.45001220703125,,1.4500000476837158,256.0,,22.0,FLFL,2025-09
2025-09-01 04:10:00+00:00,309.95001220703125,,1.5399999618530273,309.95001220703125,,1.5399999618530273,310.5,,1.5399999618530273,309.95001220703125,,1.4500000476837158,310.5,,1.4500000476837158,16.0,,2389.0,FLFL,2025-09
2025-09-01 04:15:00+00:00,311.04998779296875,,1.5399999618530273,311.04998779296875,,1.5399999618530273,311.1000061035156,,1.5399999618530273,310.29998779296875,,1.5399999618530273,310.29998779296875,,1.5399999618530273,278.0,,0.0,FLFL,2025-09
2025-09-01 04:20:00+00:00,311.6000061035156,,1.5399999618530273,311.6000061035156,,1.5399999618530273,311.6000061035156,,1.5399999618530273,311.0,,1.4600000381469727,311.0,,1.5399999618530273,115.0,,53630.0,FLFL,2025-09
2025-09-01 04:25:00+00:00,311.1499938964844,,,311.1499938964844,,,311.95001220703125,,,311.1499938964844,,,311.95001220703125,,,12.0,,,FLFL,2025-09
2025-09-01 04:30:00+00:00,310.95001220703125,,,310.95001220703125,,,311.54998779296875,,,310.95001220703125,,,311.54998779296875,,,48.0,,,FLFL,2025-09
2025-09-01 04:35:00+00:00,310.8999938964844,26.93000030517578,1.5299999713897705,310.8999938964844,26.93000030517578,1.5299999713897705,310.95001220703125,26.93000030517578,1.5299999713897705,310.8999938964844,26.93000030517578,1.5299999713897705,310.95001220703125,26.93000030517578,1.5299999713897705,46.0,100.0,0.0,FLFL,2025-09
2025-09-01 04:40:00+00:00,311.1000061035156,,,311.1000061035156,,,311.6000061035156,,,311.1000061035156,,,311.6000061035156,,,78.0,,,FLFL,2025-09
2025-09-01 04:45:00+00:00,311.8500061035156,,,311.8500061035156,,,311.8500061035156,,,311.3999938964844,,,311.3999938964844,,,362.0,,,FLFL,2025-09
2025-09-01 04:50:00+00:00,311.0,,1.4700000286102295,311.0,,1.4700000286102295,311.1499938964844,,1.5299999713897705,311.0,,1.4700000286102295,311.1499938964844,,1.5299999713897705,66.0,,146.0,FLFL,2025-09
2025-09-01 04:55:00+00:00,311.1499938964844,,,311.1499938964844,,,311.1499938964844,,,310.8999938964844,,,311.1499938964844,,,12.0,,,FLFL,2025-09
