datetime,adj_close,close,high,low,open,volume,symbol,month
2025-10-01 03:45:00+00:00,111.12000274658205,111.12000274658205,112.5500030517578,110.93000030517578,112.5500030517578,0,FISCHER,2025-10
2025-10-01 03:50:00+00:00,110.72000122070312,110.72000122070312,110.9800033569336,110.5999984741211,110.8000030517578,3565,FISCHER,2025-10
2025-10-01 03:55:00+00:00,110.93000030517578,110.93000030517578,111.08999633789062,110.6999969482422,110.8000030517578,3933,FISCHER,2025-10
2025-10-01 04:00:00+00:00,110.5999984741211,110.5999984741211,111.22000122070312,110.5999984741211,111.02999877929688,22454,FISCHER,2025-10
2025-10-01 04:05:00+00:00,110.72000122070312,110.72000122070312,110.7300033569336,110.4499969482422,110.4499969482422,417,FISCHER,2025-10
2025-10-01 04:10:00+00:00,111.0999984741211,111.0999984741211,111.47000122070312,110.87000274658205,110.87000274658205,3556,FISCHER,2025-10
2025-10-01 04:15:00+00:00,111.04000091552734,111.04000091552734,111.0500030517578,110.63999938964844,111.0500030517578,2431,FISCHER,2025-10
2025-10-01 04:20:00+00:00,110.6500015258789,110.6500015258789,110.6500015258789,110.6500015258789,110.6500015258789,65,FISCHER,2025-10
2025-10-01 04:25:00+00:00,110.87000274658205,110.87000274658205,110.87000274658205,110.80999755859376,110.80999755859376,286,FISCHER,2025-10
2025-10-01 04:30:00+00:00,110.41000366210938,110.41000366210938,110.8499984741211,110.41000366210938,110.8499984741211,2303,FISCHER,2025-10
2025-10-01 04:35:00+00:00,110.48999786376952,110.48999786376952,110.48999786376952,110.33999633789062,110.4000015258789,216,FISCHER,2025-10
2025-10-01 04:40:00+00:00,110.63999938964844,110.63999938964844,110.63999938964844,110.4499969482422,110.4800033569336,347,FISCHER,2025-10
2025-10-01 04:45:00+00:00,110.9000015258789,110.9000015258789,110.9000015258789,110.76000213623048,110.76000213623048,40,FISCHER,2025-10
2025-10-01 04:50:00+00:00,111.0,111.0,111.0,111.0,111.0,37,FISCHER,2025-10
2025-10-01 04:55:00+00:00,111.05999755859376,111.05999755859376,111.27999877929688,110.77999877929688,111.16000366210938,2375,FISCHER,2025-10
2025-10-01 05:00:00+00:00,111.06999969482422,111.06999969482422,111.06999969482422,111.06999969482422,111.06999969482422,0,FISCHER,2025-10
2025-10-01 05:05:00+00:00,110.8000030517578,110.8000030517578,111.0,110.8000030517578,110.95999908447266,536,FISCHER,2025-10
2025-10-01 05:10:00+00:00,110.5999984741211,110.5999984741211,110.5999984741211,110.5999984741211,110.5999984741211,232,FISCHER,2025-10
2025-10-01 05:15:00+00:00,110.63999938964844,110.63999938964844,110.69000244140624,110.5999984741211,110.69000244140624,193,FISCHER,2025-10
2025-10-01 05:20:00+00:00,110.1999969482422,110.1999969482422,110.5,110.18000030517578,110.5,5381,FISCHER,2025-10
2025-10-01 05:25:00+00:00,110.25,110.25,110.31999969482422,110.25,110.31999969482422,0,FISCHER,2025-10
2025-10-01 05:30:00+00:00,110.1999969482422,110.1999969482422,110.30999755859376,110.1999969482422,110.25,457,FISCHER,2025-10
2025-10-01 05:35:00+00:00,110.0500030517578,110.0500030517578,110.20999908447266,110.0500030517578,110.20999908447266,875,FISCHER,2025-10
2025-10-01 05:40:00+00:00,110.45999908447266,110.45999908447266,110.45999908447266,110.12999725341795,110.12999725341795,1021,FISCHER,2025-10
2025-10-01 05:45:00+00:00,110.66999816894533,110.66999816894533,110.66999816894533,110.4000015258789,110.44000244140624,2082,FISCHER,2025-10
2025-10-01 05:50:00+00:00,110.25,110.25,110.51000213623048,110.0,110.48999786376952,6567,FISCHER,2025-10
2025-10-01 05:55:00+00:00,110.08999633789062,110.08999633789062,110.08999633789062,110.08999633789062,110.08999633789062,0,FISCHER,2025-10
2025-10-01 06:05:00+00:00,110.08999633789062,110.08999633789062,110.23999786376952,110.08999633789062,110.23999786376952,2124,FISCHER,2025-10
2025-10-01 06:10:00+00:00,110.08999633789062,110.08999633789062,110.13999938964844,110.0500030517578,110.13999938964844,334,FISCHER,2025-10
2025-10-01 06:15:00+00:00,110.06999969482422,110.06999969482422,110.06999969482422,110.0,110.0,174,FISCHER,2025-10
2025-10-01 06:20:00+00:00,110.0999984741211,110.0999984741211,110.0999984741211,110.06999969482422,110.06999969482422,219,FISCHER,2025-10
2025-10-01 06:25:00+00:00,110.05999755859376,110.05999755859376,110.05999755859376,110.05999755859376,110.05999755859376,4,FISCHER,2025-10
2025-10-01 06:30:00+00:00,109.9000015258789,109.9000015258789,109.97000122070312,109.9000015258789,109.97000122070312,1079,FISCHER,2025-10
2025-10-01 06:35:00+00:00,109.86000061035156,109.86000061035156,109.86000061035156,109.86000061035156,109.86000061035156,2,FISCHER,2025-10
