date,open,high,low,close,adj_close,volume,symbol
2023-05-09,1300.0,1430.0,1300.0,1422.300048828125,1421.7396240234375,33193796,MANKIND
2023-05-10,1417.0,1424.3499755859375,1340.0,1382.8499755859375,1382.3050537109375,5651542,MANKIND
2023-05-11,1370.0,1386.0,1306.6500244140625,1380.4000244140625,1379.8560791015625,5111576,MANKIND
2023-05-12,1364.0,1438.800048828125,1357.050048828125,1394.449951171875,1393.9005126953125,1946969,MANKIND
2023-05-15,1397.9000244140625,1409.800048828125,1378.0,1384.9000244140625,1384.3543701171875,565868,MANKIND
2023-05-16,1389.0,1393.449951171875,1351.949951171875,1359.0,1358.4644775390625,728775,MANKIND
2023-05-17,1359.0,1369.699951171875,1343.4000244140625,1354.4000244140625,1353.8663330078125,525476,MANKIND
2023-05-18,1360.550048828125,1369.949951171875,1354.0,1355.800048828125,1355.2657470703125,255442,MANKIND
2023-05-19,1360.0,1361.0,1325.75,1330.800048828125,1330.275634765625,373144,MANKIND
2023-05-22,1330.0,1349.0,1242.0,1330.449951171875,1329.9256591796875,914898,MANKIND
2023-05-23,1339.949951171875,1348.949951171875,1322.6500244140625,1331.25,1330.7254638671875,221060,MANKIND
2023-05-24,1325.0,1339.3499755859375,1314.0,1322.6500244140625,1322.1287841796875,177959,MANKIND
2023-05-25,1329.0,1343.8499755859375,1319.800048828125,1327.699951171875,1327.1767578125,132683,MANKIND
2023-05-26,1327.6500244140625,1334.949951171875,1320.5,1323.5999755859375,1323.078369140625,83415,MANKIND
2023-05-29,1328.0,1375.0,1320.0,1367.5999755859375,1367.06103515625,495981,MANKIND
2023-05-30,1381.300048828125,1385.0,1345.0,1355.949951171875,1355.4156494140625,258524,MANKIND
2023-05-31,1379.949951171875,1398.5999755859375,1326.0,1360.0,1359.464111328125,879563,MANKIND
2023-06-01,1368.0,1401.0,1365.300048828125,1395.4000244140625,1394.8502197265625,574856,MANKIND
2023-06-02,1406.0,1509.050048828125,1399.050048828125,1466.25,1465.6722412109375,1540408,MANKIND
2023-06-05,1443.949951171875,1469.9000244140625,1413.050048828125,1423.9000244140625,1423.3389892578125,612827,MANKIND
2023-06-06,1430.800048828125,1496.0,1430.0,1488.5,1487.9134521484375,687238,MANKIND
2023-06-07,1489.949951171875,1518.9000244140625,1473.0,1486.1500244140625,1485.564453125,542372,MANKIND
2023-06-08,1490.949951171875,1491.3499755859375,1450.699951171875,1457.050048828125,1456.4759521484375,174292,MANKIND
2023-06-09,1471.949951171875,1496.0,1456.050048828125,1485.300048828125,1484.7147216796875,182349,MANKIND
2023-06-12,1478.25,1488.699951171875,1469.0,1474.699951171875,1474.118896484375,99106,MANKIND
2023-06-13,1535.0,1544.5,1502.1500244140625,1521.199951171875,1520.6005859375,580211,MANKIND
2023-06-14,1527.050048828125,1662.0,1524.0999755859375,1620.75,1620.111328125,1505759,MANKIND
2023-06-15,1594.1500244140625,1652.9000244140625,1585.0,1622.6500244140625,1622.0106201171875,1105604,MANKIND
2023-06-16,1630.0,1680.0,1608.800048828125,1623.6500244140625,1623.01025390625,839183,MANKIND
2023-06-19,1631.800048828125,1724.0,1627.550048828125,1700.550048828125,1699.8800048828125,658756,MANKIND
2023-06-20,1719.0,1755.0,1712.300048828125,1746.9000244140625,1746.211669921875,572514,MANKIND
2023-06-21,1768.0,1768.0,1680.050048828125,1696.0999755859375,1695.431640625,911759,MANKIND
2023-06-22,1724.0,1746.0,1645.050048828125,1681.4000244140625,1680.7374267578125,1225846,MANKIND
2023-06-23,1684.699951171875,1758.0,1680.050048828125,1694.0,1693.33251953125,845406,MANKIND
2023-06-26,1701.0,1720.0,1693.050048828125,1702.8499755859375,1702.178955078125,238572,MANKIND
2023-06-27,1705.5,1709.9000244140625,1675.0,1677.699951171875,1677.038818359375,248597,MANKIND
2023-06-28,1681.0,1720.0,1680.0,1699.75,1699.0802001953125,211474,MANKIND
2023-06-30,1719.449951171875,1719.449951171875,1701.0,1706.800048828125,1706.12744140625,162099,MANKIND
2023-07-03,1707.949951171875,1716.949951171875,1692.199951171875,1697.449951171875,1696.7811279296875,171333,MANKIND
2023-07-04,1709.4000244140625,1709.4000244140625,1661.050048828125,1677.0999755859375,1676.4390869140625,463605,MANKIND
2023-07-05,1685.0,1727.0,1678.0,1697.8499755859375,1697.180908203125,229369,MANKIND
2023-07-06,1699.0,1717.0,1699.0,1707.9000244140625,1707.22705078125,206546,MANKIND
2023-07-07,1708.5,1749.949951171875,1701.1500244140625,1733.800048828125,1733.1168212890625,360481,MANKIND
2023-07-10,1744.0,1745.949951171875,1717.800048828125,1727.5,1726.8193359375,192521,MANKIND
2023-07-11,1728.199951171875,1743.0,1724.0,1731.4000244140625,1730.7177734375,128332,MANKIND
2023-07-12,1737.6500244140625,1897.9000244140625,1730.5999755859375,1878.449951171875,1877.709716796875,972037,MANKIND
2023-07-13,1889.6500244140625,1895.4000244140625,1785.0,1820.300048828125,1819.582763671875,482228,MANKIND
2023-07-14,1829.949951171875,1854.0,1810.1500244140625,1819.9000244140625,1819.182861328125,276149,MANKIND
2023-07-17,1819.699951171875,1876.0,1815.9000244140625,1842.25,1841.5240478515625,203252,MANKIND
2023-07-18,1857.0,1920.949951171875,1825.6500244140625,1843.9000244140625,1843.1734619140625,375476,MANKIND
2023-07-19,1850.0,1906.0,1850.0,1878.300048828125,1877.5599365234373,256530,MANKIND
2023-07-20,1884.9000244140625,1944.0,1880.0,1888.5999755859373,1887.8558349609373,700772,MANKIND
2023-07-21,1903.550048828125,1925.0,1886.550048828125,1899.449951171875,1898.7015380859373,242413,MANKIND
2023-07-24,1925.0,1949.0,1898.5,1901.800048828125,1901.0506591796875,219482,MANKIND
2023-07-25,1912.0,1937.4000244140625,1908.0,1918.550048828125,1917.7940673828125,531253,MANKIND
2023-07-26,1933.0,1935.0,1820.0,1828.0999755859373,1827.379638671875,387554,MANKIND
2023-07-27,1837.199951171875,1886.0,1800.0,1851.300048828125,1850.570556640625,421438,MANKIND
2023-07-28,1849.9000244140625,1860.0,1803.0,1814.8499755859373,1814.1348876953125,199521,MANKIND
2023-07-31,1815.0,1824.6500244140625,1725.0,1742.75,1742.063232421875,495740,MANKIND
2023-08-01,1760.0,1790.0,1726.050048828125,1771.199951171875,1770.5020751953125,410651,MANKIND
2023-08-02,1778.0,1797.9000244140625,1735.0,1739.800048828125,1739.114501953125,792991,MANKIND
2023-08-03,1900.0,1913.75,1816.199951171875,1898.1500244140625,1897.402099609375,2327182,MANKIND
2023-08-04,1918.9000244140625,1945.0,1862.3499755859373,1880.5999755859373,1879.85888671875,783444,MANKIND
2023-08-07,1879.949951171875,1888.0,1793.8499755859375,1803.5,1802.789306640625,598554,MANKIND
2023-08-08,1814.949951171875,1816.0,1751.699951171875,1779.449951171875,1778.748779296875,945995,MANKIND
2023-08-09,1799.949951171875,1809.8499755859373,1778.0,1803.8499755859373,1803.13916015625,623390,MANKIND
2023-08-10,1808.4000244140625,1850.0,1803.8499755859373,1841.5999755859373,1840.874267578125,264559,MANKIND
2023-08-11,1845.0,1850.0,1816.050048828125,1831.8499755859373,1831.128173828125,227997,MANKIND
2023-08-14,1829.0,1846.9000244140625,1806.0,1819.75,1819.032958984375,246751,MANKIND
2023-08-16,1814.9000244140625,1828.449951171875,1803.949951171875,1819.6500244140625,1818.9329833984373,173663,MANKIND
2023-08-17,1822.9000244140625,1839.050048828125,1820.8499755859373,1831.0,1830.2784423828125,206081,MANKIND
2023-08-18,1821.0999755859373,1894.0,1821.0999755859373,1848.0999755859373,1847.3717041015625,590476,MANKIND
2023-08-21,1863.0999755859373,1863.0999755859373,1834.800048828125,1837.449951171875,1836.7259521484373,261866,MANKIND
2023-08-22,1850.0,1876.4000244140625,1825.0,1850.1500244140625,1849.4210205078125,227294,MANKIND
2023-08-23,1859.6500244140625,1859.6500244140625,1830.0999755859373,1833.449951171875,1832.7275390625,219250,MANKIND
2023-08-24,1846.699951171875,1846.699951171875,1825.0,1827.8499755859373,1827.1297607421875,191685,MANKIND
2023-08-25,1809.550048828125,1827.699951171875,1780.0,1785.3499755859375,1784.646484375,292066,MANKIND
2023-08-28,1785.3499755859375,1797.449951171875,1762.0,1773.050048828125,1772.3514404296875,296616,MANKIND
2023-08-29,1780.050048828125,1793.699951171875,1776.0,1782.699951171875,1781.9974365234375,132419,MANKIND
2023-08-30,1786.699951171875,1792.0,1772.199951171875,1779.949951171875,1779.24853515625,227462,MANKIND
2023-08-31,1780.0,1826.449951171875,1752.0,1802.9000244140625,1802.1895751953125,318453,MANKIND
2023-09-01,1802.9000244140625,1816.449951171875,1686.1500244140625,1716.550048828125,1715.8736572265625,472576,MANKIND
2023-09-04,1748.0,1755.0,1705.25,1750.6500244140625,1749.960205078125,266429,MANKIND
2023-09-05,1740.0,1784.0,1734.25,1772.1500244140625,1771.45166015625,141018,MANKIND
2023-09-06,1760.0,1803.300048828125,1760.0,1795.0,1794.292724609375,271959,MANKIND
2023-09-07,1800.0,1803.449951171875,1771.449951171875,1779.699951171875,1778.9986572265625,168270,MANKIND
2023-09-08,1775.050048828125,1788.949951171875,1753.0,1756.550048828125,1755.85791015625,541562,MANKIND
2023-09-11,1766.5,1793.0,1752.050048828125,1770.5,1769.8023681640625,136095,MANKIND
2023-09-12,1770.0,1798.0,1764.550048828125,1784.3499755859375,1783.6468505859375,564933,MANKIND
2023-09-13,1783.0,1819.9000244140625,1777.050048828125,1813.5,1812.785400390625,392747,MANKIND
2023-09-14,1820.949951171875,1839.9000244140625,1785.0,1797.75,1797.0416259765625,426602,MANKIND
2023-09-15,1785.199951171875,1794.949951171875,1761.550048828125,1765.6500244140625,1764.9542236328125,165612,MANKIND
2023-09-18,1770.0,1773.4000244140625,1731.050048828125,1734.449951171875,1733.7664794921875,135735,MANKIND
2023-09-20,1733.0,1733.0,1693.5999755859375,1707.949951171875,1707.2769775390625,183570,MANKIND
2023-09-21,1707.0,1748.800048828125,1701.0,1739.800048828125,1739.114501953125,471622,MANKIND
2023-09-22,1749.0,1756.9000244140625,1719.0,1751.800048828125,1751.1097412109375,123106,MANKIND
2023-09-25,1759.9000244140625,1759.9000244140625,1721.550048828125,1742.550048828125,1741.8634033203125,78971,MANKIND
2023-09-26,1776.0999755859375,1776.550048828125,1747.050048828125,1750.699951171875,1750.0101318359375,84803,MANKIND
2023-09-27,1759.0,1759.9000244140625,1742.75,1756.5,1755.807861328125,54955,MANKIND
2023-09-28,1750.0,1767.300048828125,1745.050048828125,1764.449951171875,1763.754638671875,68207,MANKIND
2023-09-29,1769.949951171875,1845.0,1763.949951171875,1795.300048828125,1794.5926513671875,379814,MANKIND
2023-10-03,1790.0,1806.949951171875,1766.8499755859375,1798.4000244140625,1797.69140625,122697,MANKIND
2023-10-04,1797.949951171875,1818.800048828125,1771.199951171875,1808.0,1807.28759765625,241713,MANKIND
2023-10-05,1812.550048828125,1816.6500244140625,1770.5999755859375,1776.6500244140625,1775.949951171875,106130,MANKIND
2023-10-06,1768.4000244140625,1805.8499755859373,1746.6500244140625,1799.449951171875,1798.7408447265625,203884,MANKIND
2023-10-09,1800.0,1800.050048828125,1757.25,1768.0999755859375,1767.4033203125,52615,MANKIND
2023-10-10,1784.9000244140625,1800.0,1767.0,1770.6500244140625,1769.9522705078125,59861,MANKIND
2023-10-11,1780.0,1790.0,1766.050048828125,1775.0999755859375,1774.4005126953125,54993,MANKIND
2023-10-12,1780.0,1804.800048828125,1767.25,1774.699951171875,1774.0006103515625,85438,MANKIND
2023-10-13,1774.699951171875,1794.949951171875,1767.050048828125,1789.4000244140625,1788.6949462890625,56719,MANKIND
2023-10-16,1789.8499755859375,1828.449951171875,1774.1500244140625,1814.25,1813.53515625,221570,MANKIND
2023-10-17,1815.0,1827.949951171875,1801.199951171875,1810.5999755859373,1809.886474609375,82680,MANKIND
2023-10-18,1810.0,1848.0,1791.0,1801.4000244140625,1800.690185546875,176986,MANKIND
2023-10-19,1791.4000244140625,1814.949951171875,1789.300048828125,1800.449951171875,1799.740478515625,79418,MANKIND
2023-10-20,1781.550048828125,1815.0,1781.550048828125,1799.800048828125,1799.0908203125,96027,MANKIND
2023-10-23,1800.0,1807.949951171875,1742.0,1749.4000244140625,1748.710693359375,132448,MANKIND
2023-10-25,1750.0,1751.949951171875,1705.300048828125,1729.1500244140625,1728.4686279296875,148948,MANKIND
2023-10-26,1733.4000244140625,1735.0,1690.0,1700.8499755859375,1700.1798095703125,268477,MANKIND
2023-10-27,1710.949951171875,1784.3499755859375,1710.949951171875,1758.8499755859375,1758.1568603515625,114938,MANKIND
2023-10-30,1764.800048828125,1764.8499755859375,1715.0999755859375,1752.75,1752.059326171875,110192,MANKIND
2023-10-31,1769.9000244140625,1773.0,1733.699951171875,1741.550048828125,1740.86376953125,207461,MANKIND
2023-11-01,1730.0,1755.0,1683.050048828125,1743.5999755859375,1742.9129638671875,303228,MANKIND
2023-11-02,1756.199951171875,1825.0,1734.5999755859375,1800.6500244140625,1799.9404296875,324368,MANKIND
2023-11-03,1810.0,1815.0,1762.199951171875,1775.0999755859375,1774.4005126953125,79326,MANKIND
2023-11-06,1775.0,1775.0,1733.0,1762.1500244140625,1761.4556884765625,321321,MANKIND
2023-11-07,1770.0,1809.800048828125,1760.5999755859375,1793.800048828125,1793.09326171875,127778,MANKIND
2023-11-08,1803.0,1877.75,1797.199951171875,1843.5999755859373,1842.87353515625,777503,MANKIND
2023-11-09,1851.050048828125,1857.6500244140625,1801.550048828125,1817.0999755859373,1816.3839111328125,160916,MANKIND
2023-11-10,1820.0,1852.0,1810.0,1833.300048828125,1832.57763671875,102103,MANKIND
2023-11-13,1839.0,1860.0,1823.5,1835.949951171875,1835.2265625,86773,MANKIND
2023-11-15,1839.949951171875,1885.0,1839.949951171875,1862.3499755859373,1861.6160888671875,146241,MANKIND
2023-11-16,1862.0,1897.949951171875,1857.0,1873.8499755859373,1873.111572265625,170239,MANKIND
2023-11-17,1871.0,1925.0,1868.3499755859373,1920.0999755859373,1919.3433837890625,307131,MANKIND
2023-11-20,1949.0,2035.0,1942.199951171875,2012.9000244140625,2012.1068115234373,801122,MANKIND
2023-11-21,2020.0,2041.1500244140625,1925.300048828125,1946.6500244140625,1945.8829345703125,295838,MANKIND
2023-11-22,1955.0,1959.949951171875,1910.199951171875,1934.9000244140625,1934.1375732421875,149212,MANKIND
2023-11-23,1938.800048828125,1942.0,1920.0,1934.0,1933.2379150390625,75203,MANKIND
2023-11-24,1934.0,1943.699951171875,1901.0,1912.949951171875,1912.1961669921875,97869,MANKIND
2023-11-28,1912.949951171875,1935.0,1890.0,1896.3499755859373,1895.602783203125,125665,MANKIND
2023-11-29,1896.949951171875,1933.5,1886.5,1898.5999755859373,1897.851806640625,106430,MANKIND
2023-11-30,1905.0,1915.0,1845.5,1897.5999755859373,1896.8521728515625,279598,MANKIND
2023-12-01,1898.050048828125,1939.0,1898.050048828125,1914.0,1913.245849609375,183029,MANKIND
2023-12-04,1944.949951171875,1973.800048828125,1889.949951171875,1923.8499755859373,1923.0919189453125,211858,MANKIND
2023-12-05,1943.0999755859373,1962.050048828125,1912.9000244140625,1949.699951171875,1948.931640625,552800,MANKIND
2023-12-06,1959.949951171875,2016.800048828125,1940.0,1949.800048828125,1949.03173828125,277862,MANKIND
