datetime,adj_close,adj_close,close,close,high,high,low,low,open,open,volume,volume,symbol,month
2025-09-01 03:45:00+00:00,368.79998779296875,2179.89990234375,368.79998779296875,2179.89990234375,369.1499938964844,2179.89990234375,366.0,2169.39990234375,366.0,2170.0,0.0,0.0,GRPLTD,2025-09
2025-09-01 03:50:00+00:00,368.5,2170.800048828125,368.5,2170.800048828125,369.0,2170.800048828125,367.6000061035156,2170.800048828125,368.79998779296875,2170.800048828125,639.0,2.0,GRPLTD,2025-09
2025-09-01 03:55:00+00:00,370.25,2175.199951171875,370.25,2175.199951171875,370.25,2176.300048828125,370.20001220703125,2171.39990234375,370.20001220703125,2171.39990234375,15401.0,33.0,GRPLTD,2025-09
2025-09-01 04:00:00+00:00,371.8500061035156,2171.10009765625,371.8500061035156,2171.10009765625,371.8500061035156,2178.0,371.1499938964844,2163.5,371.25,2169.699951171875,765.0,94.0,GRPLTD,2025-09
2025-09-01 04:05:00+00:00,372.8500061035156,2174.10009765625,372.8500061035156,2174.10009765625,373.1499938964844,2174.89990234375,371.8500061035156,2174.10009765625,371.8500061035156,2174.89990234375,780.0,50.0,GRPLTD,2025-09
2025-09-01 04:10:00+00:00,374.3500061035156,2171.89990234375,374.3500061035156,2171.89990234375,374.75,2171.89990234375,371.8999938964844,2166.800048828125,372.3500061035156,2166.800048828125,13244.0,14.0,GRPLTD,2025-09
2025-09-01 04:15:00+00:00,374.20001220703125,,374.20001220703125,,374.3500061035156,,374.0,,374.0,,213.0,,GRPLTD,2025-09
2025-09-01 04:20:00+00:00,375.6499938964844,,375.6499938964844,,375.75,,373.79998779296875,,373.8500061035156,,19221.0,,GRPLTD,2025-09
2025-09-01 04:25:00+00:00,375.45001220703125,2173.0,375.45001220703125,2173.0,375.5,2173.0,375.0,2173.0,375.3500061035156,2173.0,1002.0,2.0,GRPLTD,2025-09
2025-09-01 04:30:00+00:00,376.79998779296875,,376.79998779296875,,376.95001220703125,,375.0,,375.0,,3493.0,,GRPLTD,2025-09
2025-09-01 04:35:00+00:00,377.0,2179.699951171875,377.0,2179.699951171875,378.45001220703125,2179.699951171875,376.54998779296875,2171.89990234375,376.70001220703125,2171.89990234375,4133.0,13.0,GRPLTD,2025-09
2025-09-01 04:40:00+00:00,375.54998779296875,2177.5,375.54998779296875,2177.5,377.0,2177.5,375.54998779296875,2177.5,377.0,2177.5,5343.0,2.0,GRPLTD,2025-09
2025-09-01 04:45:00+00:00,375.29998779296875,2169.5,375.29998779296875,2169.5,376.0,2169.89990234375,375.29998779296875,2169.5,375.95001220703125,2169.89990234375,900.0,1.0,GRPLTD,2025-09
2025-09-01 04:50:00+00:00,376.75,2165.5,376.75,2165.5,376.75,2165.5,374.8500061035156,2163.10009765625,374.8500061035156,2163.10009765625,3059.0,11.0,GRPLTD,2025-09
2025-09-01 04:55:00+00:00,376.95001220703125,2177.5,376.95001220703125,2177.5,376.95001220703125,2177.5,376.70001220703125,2171.800048828125,376.70001220703125,2171.800048828125,99.0,17.0,GRPLTD,2025-09
2025-09-01 05:00:00+00:00,376.8999938964844,2176.89990234375,376.8999938964844,2176.89990234375,376.95001220703125,2176.89990234375,376.45001220703125,2176.89990234375,376.95001220703125,2176.89990234375,1376.0,0.0,GRPLTD,2025-09
2025-09-01 05:05:00+00:00,373.5,,373.5,,376.5,,373.3999938964844,,376.5,,17373.0,,GRPLTD,2025-09
2025-09-01 05:10:00+00:00,369.20001220703125,,369.20001220703125,,373.6000061035156,,369.0,,373.6000061035156,,54961.0,,GRPLTD,2025-09
2025-09-01 05:15:00+00:00,369.3500061035156,2173.300048828125,369.3500061035156,2173.300048828125,369.79998779296875,2176.89990234375,368.95001220703125,2173.300048828125,369.04998779296875,2176.89990234375,14786.0,11.0,GRPLTD,2025-09
2025-09-01 05:20:00+00:00,369.1000061035156,,369.1000061035156,,369.45001220703125,,369.1000061035156,,369.1000061035156,,1263.0,,GRPLTD,2025-09
2025-09-01 05:25:00+00:00,369.04998779296875,2175.0,369.04998779296875,2175.0,369.04998779296875,2175.0,369.0,2175.0,369.0,2175.0,592.0,3.0,GRPLTD,2025-09
2025-09-01 05:30:00+00:00,369.04998779296875,2147.5,369.04998779296875,2147.5,369.70001220703125,2176.699951171875,369.04998779296875,2147.5,369.25,2176.699951171875,7694.0,260.0,GRPLTD,2025-09
2025-09-01 05:35:00+00:00,369.0,2147.0,369.0,2147.0,369.1000061035156,2147.89990234375,368.6499938964844,2147.0,369.04998779296875,2147.5,3575.0,43.0,GRPLTD,2025-09
2025-09-01 05:40:00+00:00,368.54998779296875,2147.89990234375,368.54998779296875,2147.89990234375,369.1499938964844,2147.89990234375,368.54998779296875,2146.5,369.1499938964844,2146.5,352.0,128.0,GRPLTD,2025-09
2025-09-01 05:45:00+00:00,367.6499938964844,2150.0,367.6499938964844,2150.0,368.29998779296875,2150.0,367.6499938964844,2147.89990234375,368.29998779296875,2147.89990234375,2679.0,102.0,GRPLTD,2025-09
2025-09-01 05:50:00+00:00,367.5,2150.0,367.5,2150.0,367.5,2150.0,367.20001220703125,2150.0,367.20001220703125,2150.0,1996.0,0.0,GRPLTD,2025-09
2025-09-01 05:55:00+00:00,367.1000061035156,2150.0,367.1000061035156,2150.0,367.5,2150.0,367.1000061035156,2150.0,367.5,2150.0,707.0,60.0,GRPLTD,2025-09
2025-09-01 06:00:00+00:00,366.29998779296875,,366.29998779296875,,367.1000061035156,,366.29998779296875,,367.1000061035156,,13236.0,,GRPLTD,2025-09
2025-09-01 06:05:00+00:00,366.75,2147.89990234375,366.75,2147.89990234375,366.79998779296875,2147.89990234375,366.6000061035156,2147.89990234375,366.6000061035156,2147.89990234375,657.0,0.0,GRPLTD,2025-09
2025-09-01 06:10:00+00:00,368.20001220703125,,368.20001220703125,,368.20001220703125,,366.3999938964844,,366.75,,3084.0,,GRPLTD,2025-09
2025-09-01 06:15:00+00:00,367.3999938964844,,367.3999938964844,,368.6499938964844,,366.6499938964844,,368.6499938964844,,22094.0,,GRPLTD,2025-09
2025-09-01 06:20:00+00:00,367.04998779296875,2150.0,367.04998779296875,2150.0,367.6000061035156,2150.0,367.04998779296875,2150.0,367.3999938964844,2150.0,280.0,4.0,GRPLTD,2025-09
2025-09-01 06:25:00+00:00,367.3500061035156,2150.0,367.3500061035156,2150.0,367.6499938964844,2150.0,367.04998779296875,2150.0,367.04998779296875,2150.0,74.0,0.0,GRPLTD,2025-09
2025-09-01 06:30:00+00:00,367.5,2150.0,367.5,2150.0,367.5,2150.0,367.20001220703125,2150.0,367.3500061035156,2150.0,47.0,2.0,GRPLTD,2025-09
2025-09-01 06:35:00+00:00,367.45001220703125,2150.0,367.45001220703125,2150.0,367.5,2150.0,367.45001220703125,2150.0,367.5,2150.0,29.0,1.0,GRPLTD,2025-09
