datetime,adj_close,adj_close.1,adj_close.2,close,close.1,close.2,high,high.1,high.2,low,low.1,low.2,open,open.1,open.2,volume,volume.1,volume.2,symbol,month
2025-09-01 03:45:00+00:00,75.9800033569336,386.6499938964844,97.20999908447266,75.9800033569336,386.6499938964844,97.20999908447266,76.88999938964844,390.0,98.47000122070312,75.80000305175781,382.0,96.0999984741211,76.88999938964844,390.0,96.0999984741211,0.0,0.0,0.0,ZODIACLOTH,2025-09
2025-09-01 03:50:00+00:00,75.87999725341797,381.0,,75.87999725341797,381.0,,75.9000015258789,390.0,,75.87999725341797,381.0,,75.9000015258789,390.0,,1.0,314.0,,ZODIACLOTH,2025-09
2025-09-01 03:55:00+00:00,75.41000366210938,387.0,98.37999725341795,75.41000366210938,387.0,98.37999725341795,75.83999633789062,389.9500122070313,98.37999725341795,75.29000091552734,387.0,98.37999725341795,75.83999633789062,389.9500122070313,98.37999725341795,183.0,9.0,2.0,ZODIACLOTH,2025-09
2025-09-01 04:00:00+00:00,74.88999938964844,389.9500122070313,,74.88999938964844,389.9500122070313,,75.41000366210938,389.9500122070313,,74.88999938964844,385.1000061035156,,75.0199966430664,385.1000061035156,,951.0,103.0,,ZODIACLOTH,2025-09
2025-09-01 04:05:00+00:00,75.41999816894531,389.9500122070313,97.63999938964844,75.41999816894531,389.9500122070313,97.63999938964844,75.41999816894531,389.9500122070313,97.63999938964844,75.11000061035156,389.9500122070313,97.63999938964844,75.11000061035156,389.9500122070313,97.63999938964844,192.0,42.0,1.0,ZODIACLOTH,2025-09
2025-09-01 04:10:00+00:00,75.41999816894531,389.9500122070313,97.23999786376952,75.41999816894531,389.9500122070313,97.23999786376952,75.41999816894531,389.9500122070313,97.23999786376952,75.41999816894531,389.9500122070313,97.23999786376952,75.41999816894531,389.9500122070313,97.23999786376952,62.0,19.0,1.0,ZODIACLOTH,2025-09
2025-09-01 04:15:00+00:00,75.5,389.9500122070313,,75.5,389.9500122070313,,75.5,389.9500122070313,,75.5,389.9500122070313,,75.5,389.9500122070313,,205.0,10.0,,ZODIACLOTH,2025-09
2025-09-01 04:20:00+00:00,75.5,385.5499877929688,,75.5,385.5499877929688,,75.5,389.8999938964844,,75.5,385.5499877929688,,75.5,389.8999938964844,,1943.0,18.0,,ZODIACLOTH,2025-09
2025-09-01 04:25:00+00:00,75.43000030517578,385.7999877929688,,75.43000030517578,385.7999877929688,,75.43000030517578,390.0,,75.37999725341797,385.7999877929688,,75.37999725341797,390.0,,0.0,113.0,,ZODIACLOTH,2025-09
2025-09-01 04:30:00+00:00,76.05999755859375,385.0,97.12999725341795,76.05999755859375,385.0,97.12999725341795,76.05999755859375,390.0,97.12999725341795,75.5,385.0,97.12999725341795,75.55999755859375,385.0499877929688,97.12999725341795,1021.0,303.0,128.0,ZODIACLOTH,2025-09
2025-09-01 04:35:00+00:00,75.6500015258789,385.0,97.0,75.6500015258789,385.0,97.0,75.70999908447266,386.0,97.43000030517578,75.62000274658203,385.0,97.0,75.70999908447266,386.0,97.43000030517578,259.0,17.0,0.0,ZODIACLOTH,2025-09
