datetime,open,open.1,open.2,open.3,open.4,open.5,open.6,high,high.1,high.2,high.3,high.4,high.5,high.6,low,low.1,low.2,low.3,low.4,low.5,low.6,close,close.1,close.2,close.3,close.4,close.5,close.6,volume,volume.1,volume.2,volume.3,volume.4,volume.5,volume.6,adj_close,adj_close.1,adj_close.2,adj_close.3,adj_close.4,adj_close.5,adj_close.6,adj_close.7,adj_close.8,adj_close.9,adj_close.10,adj_close.11,adj_close.12,adj_close.13,adj_close.14,adj_close.15,adj_close.16,adj_close.17,adj_close.18,adj_close.19,adj_close.20,adj_close.21,adj_close.22,adj_close.23,adj_close.24,adj_close.25,adj_close.26,adj_close.27,adj_close.28,adj_close.29,adj_close.30,adj_close.31,adj_close.32,adj_close.33,adj_close.34,adj_close.35,adj_close.36,adj_close.37,adj_close.38,adj_close.39,adj_close.40,adj_close.41,adj_close.42,adj_close.43,adj_close.44,adj_close.45,adj_close.46,adj_close.47,adj_close.48,symbol,month
2025-10-20 03:45:00+00:00,13.859999656677246,245.3000030517578,1253.300048828125,140.25,176.6999969482422,396.6499938964844,,13.949999809265137,246.8000030517578,1253.300048828125,140.25,177.5,396.6499938964844,,13.779999732971191,245.3000030517578,1239.199951171875,140.25,175.11000061035156,392.1000061035156,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,0,0.0,0,0.0,0,0.0,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,13.93000030517578,246.8000030517578,1242.300048828125,140.25,177.1699981689453,395.0499877929688,,KALYANI,2025-10
2025-10-20 03:50:00+00:00,13.949999809265137,245.3000030517578,1240.800048828125,,176.8000030517578,395.0499877929688,,13.949999809265137,245.9499969482422,1241.5,,177.67999267578125,395.0499877929688,,13.90999984741211,245.3000030517578,1235.0,,176.69000244140625,393.0499877929688,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,71285,491.0,5436,,24532,3656.0,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,13.93000030517578,245.9499969482422,1235.0,,177.17999267578125,393.7000122070313,,KALYANI,2025-10
2025-10-20 03:55:00+00:00,13.93000030517578,245.9499969482422,1234.0,,177.17999267578125,393.7999877929688,,13.970000267028809,245.9499969482422,1236.9000244140625,,178.27999877929688,393.9500122070313,,13.899999618530272,245.9499969482422,1232.0,,176.99000549316406,393.2000122070313,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,204353,171.0,4256,,21270,1812.0,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,13.9399995803833,245.9499969482422,1233.4000244140625,,178.27999877929688,393.25,,KALYANI,2025-10
2025-10-20 04:00:00+00:00,13.9399995803833,245.9499969482422,1233.0,,178.0,393.7999877929688,,13.949999809265137,245.9499969482422,1236.800048828125,,179.47999572753906,395.0499877929688,,13.869999885559082,245.1999969482422,1232.199951171875,,178.0,393.25,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,61629,355.0,1720,,38094,1711.0,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,13.890000343322754,245.1999969482422,1234.0,,179.36000061035156,395.0499877929688,,KALYANI,2025-10
2025-10-20 04:05:00+00:00,13.850000381469728,245.1499938964844,1234.699951171875,140.8000030517578,178.9499969482422,394.6000061035156,,13.9399995803833,245.1499938964844,1235.0999755859375,141.0,179.0399932861328,394.6000061035156,,13.850000381469728,245.1499938964844,1226.9000244140625,140.8000030517578,178.25999450683594,393.25,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,175319,0.0,6817,0.0,18799,943.0,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,13.920000076293944,245.1499938964844,1229.5999755859375,141.0,178.5800018310547,394.1000061035156,,KALYANI,2025-10
2025-10-20 04:10:00+00:00,13.90999984741211,245.25,1228.699951171875,142.75999450683594,178.75999450683594,394.3999938964844,,13.93000030517578,245.4499969482422,1231.0,142.75999450683594,178.77000427246094,394.3999938964844,,13.880000114440918,245.1499938964844,1222.800048828125,142.75999450683594,178.0800018310547,393.25,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,34581,0.0,4155,9.0,11789,243.0,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,13.899999618530272,245.4499969482422,1228.699951171875,142.75999450683594,178.17999267578125,393.25,,KALYANI,2025-10
2025-10-20 04:15:00+00:00,13.920000076293944,245.3999938964844,1229.0999755859375,,178.25,393.25,,13.920000076293944,246.3999938964844,1230.0,,178.55999755859375,393.6000061035156,,13.869999885559082,245.1499938964844,1226.300048828125,,178.00999450683594,393.2000122070313,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,82512,234.0,857,,6477,1689.0,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,13.880000114440918,246.1999969482422,1227.5,,178.3699951171875,393.2000122070313,,KALYANI,2025-10
2025-10-20 04:20:00+00:00,13.880000114440918,246.1999969482422,1226.5,,178.25,393.2000122070313,,13.880000114440918,246.1999969482422,1230.0,,178.39999389648438,393.25,,13.829999923706056,246.1999969482422,1226.0,,178.1699981689453,392.5499877929688,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,30072,3.0,976,,2689,763.0,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,13.850000381469728,246.1999969482422,1229.699951171875,,178.39999389648438,393.25,,KALYANI,2025-10
2025-10-20 04:25:00+00:00,13.850000381469728,246.1000061035156,1228.4000244140625,142.0,178.39999389648438,393.25,,13.850000381469728,246.1000061035156,1230.5,142.0,178.6199951171875,393.75,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.25,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,114047,3.0,1737,2.0,9029,690.0,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,13.800000190734863,246.1000061035156,1228.199951171875,141.2100067138672,178.08999633789062,393.75,,KALYANI,2025-10
2025-10-20 04:30:00+00:00,13.81999969482422,246.8500061035156,1228.199951171875,,178.14999389648438,393.75,,13.84000015258789,246.8500061035156,1228.199951171875,,178.52999877929688,394.9500122070313,,13.729999542236328,246.8500061035156,1224.0,,177.50999450683594,393.75,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,206405,5.0,624,,13177,1325.0,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,13.760000228881836,246.8500061035156,1224.5,,178.0,394.2000122070313,,KALYANI,2025-10
