datetime,adj_close,adj_close.1,adj_close.2,adj_close.3,adj_close.4,adj_close.5,adj_close.6,adj_close.7,close,close.1,close.2,close.3,close.4,close.5,close.6,close.7,high,high.1,high.2,high.3,high.4,high.5,high.6,high.7,low,low.1,low.2,low.3,low.4,low.5,low.6,low.7,open,open.1,open.2,open.3,open.4,open.5,open.6,open.7,volume,volume.1,volume.2,volume.3,volume.4,volume.5,volume.6,volume.7,symbol,month
2025-09-01 03:45:00+00:00,215.88999938964844,789.0999755859375,21.450000762939453,,864.6500244140625,170.8300018310547,187.8000030517578,1357.0,215.88999938964844,789.0999755859375,21.450000762939453,,864.6500244140625,170.8300018310547,187.8000030517578,1357.0,215.8999938964844,792.6500244140625,21.450000762939453,,867.0,170.8300018310547,188.02999877929688,1362.0,215.88999938964844,787.25,21.170000076293945,,862.0499877929688,170.8300018310547,187.1100006103516,1353.199951171875,215.88999938964844,790.6500244140625,21.170000076293945,,865.9500122070312,170.8300018310547,187.3999938964844,1362.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,NATIONALUM,2025-09
2025-09-01 03:50:00+00:00,215.0,795.5499877929688,21.43000030517578,,864.6500244140625,170.2100067138672,188.3500061035156,1352.5,215.0,795.5499877929688,21.43000030517578,,864.6500244140625,170.2100067138672,188.3500061035156,1352.5,215.0,795.6500244140625,21.43000030517578,,866.0,170.2100067138672,188.4900054931641,1358.300048828125,215.0,788.5,21.43000030517578,,862.2000122070312,170.2100067138672,187.75,1352.199951171875,215.0,789.5,21.43000030517578,,864.4500122070312,170.2100067138672,187.8000030517578,1357.0,0.0,17730.0,333.0,,6539.0,15.0,93058.0,31576.0,NATIONALUM,2025-09
2025-09-01 03:55:00+00:00,215.0,793.4500122070312,21.32999992370605,,863.0,,188.57000732421875,1348.699951171875,215.0,793.4500122070312,21.32999992370605,,863.0,,188.57000732421875,1348.699951171875,215.25,794.75,21.43000030517578,,866.0,,188.6000061035156,1352.699951171875,215.0,792.0,21.32999992370605,,861.7999877929688,,188.2400054931641,1346.199951171875,215.25,794.4500122070312,21.43000030517578,,865.5499877929688,,188.3500061035156,1352.699951171875,667.0,5629.0,0.0,,5752.0,,61335.0,23398.0,NATIONALUM,2025-09
2025-09-01 04:00:00+00:00,215.2400054931641,793.0,21.299999237060547,,861.0,,188.8000030517578,1349.5999755859375,215.2400054931641,793.0,21.299999237060547,,861.0,,188.8000030517578,1349.5999755859375,215.8000030517578,795.4000244140625,21.299999237060547,,863.0,,188.8000030517578,1352.0,215.0,791.6500244140625,21.299999237060547,,860.0,,188.47999572753903,1348.800048828125,215.0,792.75,21.299999237060547,,863.0,,188.4900054931641,1348.800048828125,0.0,8511.0,643.0,,5310.0,,83651.0,27268.0,NATIONALUM,2025-09
2025-09-01 04:05:00+00:00,216.8999938964844,796.2999877929688,,197.8500061035156,864.0,173.25,188.63999938964844,1352.9000244140625,216.8999938964844,796.2999877929688,,197.8500061035156,864.0,173.25,188.63999938964844,1352.9000244140625,216.8999938964844,797.5,,197.8500061035156,864.0,173.25,188.88999938964844,1355.5,215.82000732421875,793.2000122070312,,196.91000366210935,860.75,170.0,188.6000061035156,1349.9000244140625,216.0,793.7000122070312,,196.91000366210935,860.75,170.2100067138672,188.88999938964844,1350.0,216.0,8901.0,,17.0,15979.0,1225.0,86635.0,45062.0,NATIONALUM,2025-09
2025-09-01 04:10:00+00:00,220.0,793.8499755859375,21.32999992370605,,864.9500122070312,,188.7400054931641,1360.0,220.0,793.8499755859375,21.32999992370605,,864.9500122070312,,188.7400054931641,1360.0,221.0,796.6500244140625,21.32999992370605,,865.0999755859375,,188.8000030517578,1361.800048828125,217.17999267578125,793.5,21.32999992370605,,864.0,,188.3300018310547,1350.800048828125,217.17999267578125,796.5999755859375,21.32999992370605,,864.0,,188.6300048828125,1352.9000244140625,3950.0,9225.0,20.0,,1680.0,,56799.0,78571.0,NATIONALUM,2025-09
2025-09-01 04:15:00+00:00,220.6999969482422,796.1500244140625,21.450000762939453,197.30999755859372,865.4500122070312,,189.00999450683597,1366.0,220.6999969482422,796.1500244140625,21.450000762939453,197.30999755859372,865.4500122070312,,189.00999450683597,1366.0,220.6999969482422,796.8499755859375,21.450000762939453,197.30999755859372,865.7000122070312,,189.08999633789065,1367.4000244140625,220.0,794.0499877929688,21.32999992370605,197.30999755859372,864.4500122070312,,188.7700042724609,1359.5,220.0,794.0499877929688,21.32999992370605,197.30999755859372,864.4500122070312,,188.7899932861328,1360.0,80.0,9125.0,1961.0,2.0,4480.0,,76051.0,22123.0,NATIONALUM,2025-09
2025-09-01 04:20:00+00:00,220.6999969482422,798.0499877929688,21.450000762939453,,865.8499755859375,172.60000610351562,189.2100067138672,1366.0999755859375,220.6999969482422,798.0499877929688,21.450000762939453,,865.8499755859375,172.60000610351562,189.2100067138672,1366.0999755859375,220.6999969482422,800.8499755859375,21.459999084472656,,866.6500244140625,172.60000610351562,189.22000122070312,1366.199951171875,220.0,795.1500244140625,21.450000762939453,,864.7999877929688,172.5,188.9499969482422,1364.9000244140625,220.0,796.1500244140625,21.450000762939453,,865.4500122070312,172.5,189.00999450683597,1366.0999755859375,1333.0,8508.0,1238.0,,2962.0,70.0,104792.0,7625.0,NATIONALUM,2025-09
2025-09-01 04:25:00+00:00,219.7400054931641,797.0999755859375,21.459999084472656,,865.0,172.9499969482422,189.1199951171875,1365.5999755859375,219.7400054931641,797.0999755859375,21.459999084472656,,865.0,172.9499969482422,189.1199951171875,1365.5999755859375,220.0,799.0,21.459999084472656,,865.8499755859375,172.9499969482422,189.32000732421875,1366.800048828125,219.00999450683597,795.9000244140625,21.459999084472656,,864.2000122070312,172.9499969482422,189.05999755859372,1363.199951171875,220.0,798.5,21.459999084472656,,865.8499755859375,172.9499969482422,189.1999969482422,1366.199951171875,1083.0,13424.0,122.0,,4408.0,880.0,45786.0,11756.0,NATIONALUM,2025-09
2025-09-01 04:30:00+00:00,219.5,798.25,,,865.0,170.00999450683594,189.4900054931641,1364.5,219.5,798.25,,,865.0,170.00999450683594,189.4900054931641,1364.5,219.5,798.25,,,865.2999877929688,170.00999450683594,189.5,1366.0,219.5,796.9500122070312,,,864.0999755859375,170.00999450683594,189.1100006103516,1363.300048828125,219.5,797.3499755859375,,,865.2000122070312,170.00999450683594,189.1199951171875,1365.5,17.0,1156.0,,,3442.0,0.0,42016.0,6538.0,NATIONALUM,2025-09
