datetime,adj_close,adj_close.1,adj_close.2,adj_close.3,adj_close.4,adj_close.5,adj_close.6,close,close.1,close.2,close.3,close.4,close.5,close.6,high,high.1,high.2,high.3,high.4,high.5,high.6,low,low.1,low.2,low.3,low.4,low.5,low.6,open,open.1,open.2,open.3,open.4,open.5,open.6,volume,volume.1,volume.2,volume.3,volume.4,volume.5,volume.6,symbol,month
2025-09-01 03:45:00+00:00,872.25,597.7000122070312,1378.4000244140625,1032.699951171875,8435.0,14.029999732971191,18.75,872.25,597.7000122070312,1378.4000244140625,1032.699951171875,8435.0,14.029999732971191,18.75,889.5999755859375,601.0,1378.5999755859375,1041.699951171875,8445.0,14.420000076293944,18.75,872.25,596.7999877929688,1368.9000244140625,1030.4000244140625,8410.5,13.640000343322754,18.549999237060547,883.5999755859375,598.0999755859375,1371.0,1034.0,8445.0,14.420000076293944,18.549999237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASTRAZEN,2025-09
2025-09-01 03:50:00+00:00,871.5999755859375,600.9000244140625,1379.199951171875,1028.0999755859375,8459.5,14.300000190734863,18.899999618530277,871.5999755859375,600.9000244140625,1379.199951171875,1028.0999755859375,8459.5,14.300000190734863,18.899999618530277,871.5999755859375,601.6500244140625,1381.699951171875,1032.9000244140625,8464.0,14.4399995803833,18.899999618530277,866.2999877929688,597.5,1376.699951171875,1028.0,8412.0,14.029999732971191,18.899999618530277,867.0499877929688,597.5,1377.699951171875,1032.9000244140625,8431.5,14.029999732971191,18.899999618530277,671.0,22525.0,10232.0,3864.0,600.0,12395.0,1678.0,ASTRAZEN,2025-09
2025-09-01 03:55:00+00:00,870.75,601.7000122070312,1376.5999755859375,1029.0,8489.0,14.199999809265137,,870.75,601.7000122070312,1376.5999755859375,1029.0,8489.0,14.199999809265137,,872.4000244140625,603.0,1379.5999755859375,1030.800048828125,8489.5,14.6899995803833,,868.5499877929688,601.0,1376.0,1028.0999755859375,8453.0,14.199999809265137,,869.5,601.2000122070312,1378.0,1029.0,8453.0,14.31999969482422,,823.0,16246.0,9486.0,1375.0,351.0,16186.0,,ASTRAZEN,2025-09
2025-09-01 04:00:00+00:00,873.9500122070312,604.8499755859375,1376.9000244140625,1029.5,8499.5,14.449999809265137,18.600000381469727,873.9500122070312,604.8499755859375,1376.9000244140625,1029.5,8499.5,14.449999809265137,18.600000381469727,873.9500122070312,604.8499755859375,1378.0,1030.0,8513.0,14.710000038146973,18.8799991607666,867.6500244140625,601.25,1375.199951171875,1029.0,8480.0,14.350000381469728,18.600000381469727,868.0,601.25,1376.5999755859375,1029.0,8488.5,14.5,18.8799991607666,458.0,6303.0,6383.0,1935.0,517.0,19161.0,54.0,ASTRAZEN,2025-09
2025-09-01 04:05:00+00:00,873.25,606.3499755859375,1377.9000244140625,1033.4000244140625,8533.0,14.510000228881836,,873.25,606.3499755859375,1377.9000244140625,1033.4000244140625,8533.0,14.510000228881836,,873.25,606.5,1378.800048828125,1034.4000244140625,8540.0,14.65999984741211,,873.25,604.2999877929688,1376.300048828125,1030.199951171875,8504.5,14.510000228881836,,873.25,604.8499755859375,1377.0,1030.199951171875,8508.0,14.65999984741211,,268.0,10539.0,1909.0,4021.0,650.0,443.0,,ASTRAZEN,2025-09
2025-09-01 04:10:00+00:00,871.0499877929688,607.9500122070312,1384.9000244140625,1037.5,8545.0,14.600000381469728,18.600000381469727,871.0499877929688,607.9500122070312,1384.9000244140625,1037.5,8545.0,14.600000381469728,18.600000381469727,873.0,607.9500122070312,1384.9000244140625,1038.0,8550.0,14.619999885559082,18.600000381469727,871.0499877929688,605.1500244140625,1378.0999755859375,1033.199951171875,8534.5,14.510000228881836,18.600000381469727,873.0,606.0,1378.0999755859375,1033.300048828125,8535.0,14.510000228881836,18.600000381469727,79.0,9199.0,7605.0,7467.0,267.0,6341.0,241.0,ASTRAZEN,2025-09
2025-09-01 04:15:00+00:00,884.1500244140625,609.5999755859375,1385.5,1039.0999755859375,8570.5,14.5600004196167,18.76000022888184,884.1500244140625,609.5999755859375,1385.5,1039.0999755859375,8570.5,14.5600004196167,18.76000022888184,885.0,610.2999877929688,1386.5,1047.5,8585.0,14.670000076293944,18.850000381469727,874.6500244140625,607.6500244140625,1384.0999755859375,1036.5,8552.0,14.510000228881836,18.76000022888184,874.6500244140625,607.6500244140625,1385.800048828125,1038.4000244140625,8552.0,14.640000343322754,18.850000381469727,1713.0,15770.0,12192.0,28847.0,1072.0,4010.0,0.0,ASTRAZEN,2025-09
2025-09-01 04:20:00+00:00,881.0,609.2999877929688,1384.0,1042.4000244140625,8568.0,14.699999809265137,,881.0,609.2999877929688,1384.0,1042.4000244140625,8568.0,14.699999809265137,,884.5499877929688,609.9500122070312,1386.300048828125,1043.0,8575.0,14.699999809265137,,881.0,608.0999755859375,1383.9000244140625,1038.800048828125,8552.0,14.56999969482422,,884.5499877929688,609.0999755859375,1385.0,1038.800048828125,8570.5,14.56999969482422,,1023.0,9406.0,19346.0,9709.0,455.0,3442.0,,ASTRAZEN,2025-09
2025-09-01 04:25:00+00:00,884.1500244140625,611.0,1383.9000244140625,1041.5,8561.0,14.68000030517578,18.61000061035156,884.1500244140625,611.0,1383.9000244140625,1041.5,8561.0,14.68000030517578,18.61000061035156,884.1500244140625,611.5,1384.699951171875,1043.4000244140625,8570.0,14.68000030517578,18.61000061035156,881.0,608.0999755859375,1382.5999755859375,1039.9000244140625,8560.5,14.600000381469728,18.61000061035156,881.0,609.0,1384.5,1041.5999755859375,8570.0,14.68000030517578,18.61000061035156,172.0,10871.0,4218.0,6066.0,128.0,4130.0,3000.0,ASTRAZEN,2025-09
2025-09-01 04:30:00+00:00,879.2999877929688,611.6500244140625,1383.9000244140625,1049.0999755859375,8564.0,14.699999809265137,,879.2999877929688,611.6500244140625,1383.9000244140625,1049.0999755859375,8564.0,14.699999809265137,,880.0999755859375,612.0,1384.699951171875,1053.0,8575.0,14.699999809265137,,875.7000122070312,610.2000122070312,1381.9000244140625,1040.0,8560.5,14.609999656677246,,880.0999755859375,611.1500244140625,1383.300048828125,1040.800048828125,8570.0,14.68000030517578,,288.0,16586.0,8042.0,66251.0,351.0,3484.0,,ASTRAZEN,2025-09
