datetime,adj_close,adj_close.1,close,close.1,high,high.1,low,low.1,open,open.1,volume,volume.1,symbol,month
2025-09-01 03:45:00+00:00,542.2999877929688,186.6699981689453,542.2999877929688,186.6699981689453,553.4000244140625,186.8000030517578,542.2999877929688,185.8000030517578,543.0,185.8000030517578,0.0,0.0,CGCL,2025-09
2025-09-01 03:50:00+00:00,544.75,186.58999633789065,544.75,186.58999633789065,545.0,187.0,541.9500122070312,186.5,542.75,186.75,171.0,32077.0,CGCL,2025-09
2025-09-01 03:55:00+00:00,543.5499877929688,186.13999938964844,543.5499877929688,186.13999938964844,544.7000122070312,186.5800018310547,543.5499877929688,186.0399932861328,544.0,186.5,13.0,23693.0,CGCL,2025-09
2025-09-01 04:00:00+00:00,544.5499877929688,186.27999877929688,544.5499877929688,186.27999877929688,544.5499877929688,186.27999877929688,542.5999755859375,185.75,542.5999755859375,186.13999938964844,576.0,19217.0,CGCL,2025-09
2025-09-01 04:05:00+00:00,546.3499755859375,187.2400054931641,546.3499755859375,187.2400054931641,546.3499755859375,187.3000030517578,543.5,186.27999877929688,544.7999877929688,186.27999877929688,173.0,16033.0,CGCL,2025-09
2025-09-01 04:10:00+00:00,544.8499755859375,187.2400054931641,544.8499755859375,187.2400054931641,546.0999755859375,187.27999877929688,544.8499755859375,186.8699951171875,545.9500122070312,187.2400054931641,0.0,10086.0,CGCL,2025-09
2025-09-01 04:15:00+00:00,546.1500244140625,186.8999938964844,546.1500244140625,186.8999938964844,546.1500244140625,187.3000030517578,546.1500244140625,186.7700042724609,546.1500244140625,187.19000244140625,479.0,24884.0,CGCL,2025-09
2025-09-01 04:20:00+00:00,547.6500244140625,186.8800048828125,547.6500244140625,186.8800048828125,547.6500244140625,186.8800048828125,547.6500244140625,186.6199951171875,547.6500244140625,186.75999450683597,18.0,12321.0,CGCL,2025-09
2025-09-01 04:25:00+00:00,546.7000122070312,186.77999877929688,546.7000122070312,186.77999877929688,547.3499755859375,187.0,546.7000122070312,186.6499938964844,547.3499755859375,186.8300018310547,32.0,7320.0,CGCL,2025-09
2025-09-01 04:30:00+00:00,,186.6100006103516,,186.6100006103516,,186.77999877929688,,186.5,,186.77999877929688,,6477.0,CGCL,2025-09
