datetime,adj_close,close,high,low,open,volume,symbol,month
2025-09-01 03:45:00+00:00,108.66999816894533,108.66999816894533,108.66999816894533,107.58999633789062,107.58999633789062,27,AIROLAM,2025-09
2025-09-01 03:50:00+00:00,108.9000015258789,108.9000015258789,108.9000015258789,108.9000015258789,108.9000015258789,0,AIROLAM,2025-09
2025-09-01 03:55:00+00:00,108.66999816894533,108.66999816894533,108.66999816894533,108.66999816894533,108.66999816894533,14,AIROLAM,2025-09
2025-09-01 04:00:00+00:00,108.31999969482422,108.31999969482422,108.31999969482422,108.31999969482422,108.31999969482422,0,AIROLAM,2025-09
2025-09-01 04:05:00+00:00,108.0,108.0,108.0,108.0,108.0,108,AIROLAM,2025-09
2025-09-01 04:25:00+00:00,109.18000030517578,109.18000030517578,109.18000030517578,108.97000122070312,108.97000122070312,23,AIROLAM,2025-09
2025-09-01 04:55:00+00:00,109.0,109.0,109.0,109.0,109.0,46,AIROLAM,2025-09
2025-09-01 05:00:00+00:00,112.79000091552734,112.79000091552734,112.79000091552734,112.79000091552734,112.79000091552734,613,AIROLAM,2025-09
2025-09-01 05:05:00+00:00,110.16999816894533,110.16999816894533,111.87999725341795,110.16999816894533,111.87999725341795,0,AIROLAM,2025-09
2025-09-01 05:40:00+00:00,110.5,110.5,110.70999908447266,110.2300033569336,110.2300033569336,72,AIROLAM,2025-09
2025-09-01 05:45:00+00:00,110.0,110.0,110.0,110.0,110.0,116,AIROLAM,2025-09
2025-09-01 06:00:00+00:00,110.0,110.0,110.0,109.22000122070312,109.22000122070312,71,AIROLAM,2025-09
2025-09-01 06:15:00+00:00,107.16999816894533,107.16999816894533,107.16999816894533,107.16999816894533,107.16999816894533,1000,AIROLAM,2025-09
2025-09-01 06:25:00+00:00,110.2699966430664,110.2699966430664,110.2699966430664,110.0,110.0,385,AIROLAM,2025-09
2025-09-01 06:35:00+00:00,109.72000122070312,109.72000122070312,109.83999633789062,109.72000122070312,109.83999633789062,667,AIROLAM,2025-09
2025-09-01 07:30:00+00:00,109.22000122070312,109.22000122070312,109.22000122070312,109.22000122070312,109.22000122070312,40,AIROLAM,2025-09
2025-09-01 08:00:00+00:00,109.0,109.0,109.0,109.0,109.0,50,AIROLAM,2025-09
2025-09-01 09:05:00+00:00,109.0,109.0,109.0,109.0,109.0,202,AIROLAM,2025-09
2025-09-01 09:10:00+00:00,109.0,109.0,109.0,109.0,109.0,0,AIROLAM,2025-09
2025-09-01 09:35:00+00:00,109.56999969482422,109.56999969482422,109.56999969482422,107.68000030517578,107.79000091552734,65,AIROLAM,2025-09
2025-09-01 09:40:00+00:00,109.56999969482422,109.56999969482422,109.56999969482422,109.56999969482422,109.56999969482422,35,AIROLAM,2025-09
2025-09-01 09:55:00+00:00,108.43000030517578,108.43000030517578,108.43000030517578,107.51000213623048,107.51000213623048,67,AIROLAM,2025-09
2025-09-02 03:50:00+00:00,107.0,107.0,110.94000244140624,107.0,109.51000213623048,1607,AIROLAM,2025-09
2025-09-02 03:55:00+00:00,107.98999786376952,107.98999786376952,109.48999786376952,106.4499969482422,109.48999786376952,0,AIROLAM,2025-09
2025-09-02 04:00:00+00:00,107.5,107.5,107.98999786376952,107.5,107.5999984741211,61,AIROLAM,2025-09
2025-09-02 04:05:00+00:00,108.75,108.75,108.75,107.5500030517578,107.5500030517578,75,AIROLAM,2025-09
2025-09-02 04:10:00+00:00,109.01000213623048,109.01000213623048,109.13999938964844,108.87000274658205,108.87000274658205,74,AIROLAM,2025-09
2025-09-02 04:15:00+00:00,108.22000122070312,108.22000122070312,108.95999908447266,108.22000122070312,108.95999908447266,197,AIROLAM,2025-09
2025-09-02 04:20:00+00:00,108.48999786376952,108.48999786376952,108.48999786376952,107.52999877929688,107.98999786376952,108,AIROLAM,2025-09
2025-09-02 04:50:00+00:00,108.9800033569336,108.9800033569336,108.9800033569336,108.9800033569336,108.9800033569336,47,AIROLAM,2025-09
2025-09-02 05:05:00+00:00,108.44000244140624,108.44000244140624,108.44000244140624,108.44000244140624,108.44000244140624,2,AIROLAM,2025-09
2025-09-02 05:15:00+00:00,108.5,108.5,108.5,108.5,108.5,34,AIROLAM,2025-09
2025-09-02 05:30:00+00:00,108.45999908447266,108.45999908447266,108.45999908447266,107.6500015258789,107.6500015258789,22,AIROLAM,2025-09
2025-09-02 05:35:00+00:00,106.52999877929688,106.52999877929688,106.52999877929688,106.52999877929688,106.52999877929688,1164,AIROLAM,2025-09
2025-09-02 05:40:00+00:00,108.31999969482422,108.31999969482422,108.31999969482422,107.5,108.1999969482422,192,AIROLAM,2025-09
2025-09-02 05:45:00+00:00,107.01000213623048,107.01000213623048,108.0,107.01000213623048,108.0,138,AIROLAM,2025-09
2025-09-02 05:50:00+00:00,107.51000213623048,107.51000213623048,107.51000213623048,107.51000213623048,107.51000213623048,0,AIROLAM,2025-09
2025-09-02 05:55:00+00:00,107.6999969482422,107.6999969482422,107.6999969482422,107.6999969482422,107.6999969482422,2,AIROLAM,2025-09
2025-09-02 06:00:00+00:00,107.01000213623048,107.01000213623048,107.01000213623048,107.01000213623048,107.01000213623048,3,AIROLAM,2025-09
2025-09-02 06:05:00+00:00,107.01000213623048,107.01000213623048,107.01000213623048,107.01000213623048,107.01000213623048,8,AIROLAM,2025-09
2025-09-02 06:20:00+00:00,107.48999786376952,107.48999786376952,107.48999786376952,107.48999786376952,107.48999786376952,69,AIROLAM,2025-09
2025-09-02 06:25:00+00:00,108.0,108.0,108.0,107.87999725341795,107.87999725341795,4,AIROLAM,2025-09
2025-09-02 06:40:00+00:00,108.0999984741211,108.0999984741211,108.0999984741211,108.0,108.0,36,AIROLAM,2025-09
2025-09-02 06:50:00+00:00,108.0,108.0,108.0,108.0,108.0,2,AIROLAM,2025-09
2025-09-02 06:55:00+00:00,107.98999786376952,107.98999786376952,107.98999786376952,107.98999786376952,107.98999786376952,0,AIROLAM,2025-09
2025-09-02 07:20:00+00:00,108.0,108.0,108.0,108.0,108.0,35,AIROLAM,2025-09
2025-09-02 07:25:00+00:00,108.0,108.0,108.0,108.0,108.0,121,AIROLAM,2025-09
2025-09-02 09:15:00+00:00,107.0500030517578,107.0500030517578,107.94000244140624,107.0500030517578,107.94000244140624,77,AIROLAM,2025-09
2025-09-02 09:35:00+00:00,106.88999938964844,106.88999938964844,107.05999755859376,106.88999938964844,107.05999755859376,333,AIROLAM,2025-09
2025-09-02 09:40:00+00:00,106.5999984741211,106.5999984741211,107.76000213623048,106.5999984741211,107.76000213623048,285,AIROLAM,2025-09
2025-09-02 09:45:00+00:00,106.30999755859376,106.30999755859376,107.0,106.30999755859376,107.0,26,AIROLAM,2025-09
2025-09-02 09:50:00+00:00,106.33999633789062,106.33999633789062,106.33999633789062,106.33999633789062,106.33999633789062,6,AIROLAM,2025-09
2025-09-02 09:55:00+00:00,106.6500015258789,106.6500015258789,106.98999786376952,106.33999633789062,106.33999633789062,0,AIROLAM,2025-09
2025-09-03 03:45:00+00:00,109.0,109.0,109.0,107.56999969482422,107.9000015258789,148,AIROLAM,2025-09
