datetime,adj_close,adj_close.1,close,close.1,high,high.1,low,low.1,open,open.1,volume,volume.1,symbol,month
2025-10-01 03:45:00+00:00,,29.75,,29.75,,29.75,,29.75,,29.75,,0.0,SELMC,2025-10
2025-10-01 03:50:00+00:00,22.979999542236328,29.01000022888184,22.979999542236328,29.01000022888184,22.979999542236328,29.01000022888184,22.979999542236328,29.01000022888184,22.979999542236328,29.01000022888184,0.0,51.0,SELMC,2025-10
2025-10-01 03:55:00+00:00,,29.06999969482422,,29.06999969482422,,29.06999969482422,,29.049999237060547,,29.049999237060547,,6.0,SELMC,2025-10
2025-10-01 04:00:00+00:00,,29.770000457763672,,29.770000457763672,,29.770000457763672,,29.100000381469727,,29.100000381469727,,2612.0,SELMC,2025-10
2025-10-01 04:05:00+00:00,,29.76000022888184,,29.76000022888184,,29.76000022888184,,29.76000022888184,,29.76000022888184,,49.0,SELMC,2025-10
2025-10-01 04:10:00+00:00,22.76000022888184,29.770000457763672,22.76000022888184,29.770000457763672,23.0,29.770000457763672,22.76000022888184,29.76000022888184,22.96999931335449,29.76000022888184,1103.0,22.0,SELMC,2025-10
2025-10-01 04:15:00+00:00,23.0,29.770000457763672,23.0,29.770000457763672,23.0,29.770000457763672,23.0,29.770000457763672,23.0,29.770000457763672,171.0,11.0,SELMC,2025-10
2025-10-01 04:20:00+00:00,23.07999992370605,29.770000457763672,23.07999992370605,29.770000457763672,23.75,29.770000457763672,23.07999992370605,29.770000457763672,23.75,29.770000457763672,16.0,0.0,SELMC,2025-10
2025-10-01 04:30:00+00:00,,29.770000457763672,,29.770000457763672,,29.770000457763672,,29.770000457763672,,29.770000457763672,,110.0,SELMC,2025-10
2025-10-01 04:35:00+00:00,23.299999237060547,,23.299999237060547,,23.299999237060547,,23.030000686645508,,23.030000686645508,,210.0,,SELMC,2025-10
2025-10-01 04:40:00+00:00,23.299999237060547,,23.299999237060547,,23.299999237060547,,23.290000915527344,,23.290000915527344,,139.0,,SELMC,2025-10
2025-10-01 04:45:00+00:00,23.299999237060547,30.350000381469727,23.299999237060547,30.350000381469727,23.299999237060547,30.3700008392334,23.299999237060547,30.0,23.299999237060547,30.0,0.0,200.0,SELMC,2025-10
2025-10-01 04:55:00+00:00,23.299999237060547,30.350000381469727,23.299999237060547,30.350000381469727,23.299999237060547,30.350000381469727,23.299999237060547,30.350000381469727,23.299999237060547,30.350000381469727,10.0,100.0,SELMC,2025-10
2025-10-01 05:15:00+00:00,,30.34000015258789,,30.34000015258789,,30.34000015258789,,30.34000015258789,,30.34000015258789,,100.0,SELMC,2025-10
2025-10-01 05:25:00+00:00,23.489999771118164,,23.489999771118164,,23.780000686645508,,23.489999771118164,,23.780000686645508,,1100.0,,SELMC,2025-10
2025-10-01 05:35:00+00:00,23.479999542236328,,23.479999542236328,,23.479999542236328,,23.479999542236328,,23.479999542236328,,37.0,,SELMC,2025-10
2025-10-01 05:40:00+00:00,23.479999542236328,,23.479999542236328,,23.479999542236328,,23.479999542236328,,23.479999542236328,,13.0,,SELMC,2025-10
2025-10-01 05:45:00+00:00,,30.34000015258789,,30.34000015258789,,30.34000015258789,,30.34000015258789,,30.34000015258789,,150.0,SELMC,2025-10
2025-10-01 05:50:00+00:00,23.479999542236328,29.809999465942383,23.479999542236328,29.809999465942383,23.479999542236328,29.809999465942383,23.479999542236328,29.809999465942383,23.479999542236328,29.809999465942383,283.0,296.0,SELMC,2025-10
2025-10-01 05:55:00+00:00,23.350000381469727,29.81999969482422,23.350000381469727,29.81999969482422,23.350000381469727,29.81999969482422,23.350000381469727,29.81999969482422,23.350000381469727,29.81999969482422,2.0,0.0,SELMC,2025-10
2025-10-01 06:00:00+00:00,,29.81999969482422,,29.81999969482422,,29.81999969482422,,29.81999969482422,,29.81999969482422,,0.0,SELMC,2025-10
