datetime,adj_close,close,high,low,open,volume,symbol,month
2025-09-01 03:45:00+00:00,939.5999755859375,939.5999755859375,942.7999877929688,937.7000122070312,939.9500122070312,0,ALIVUS,2025-09
2025-09-01 03:50:00+00:00,937.2999877929688,937.2999877929688,940.7999877929688,937.2999877929688,940.7999877929688,136,ALIVUS,2025-09
2025-09-01 03:55:00+00:00,937.7000122070312,937.7000122070312,939.9000244140625,937.0,937.9500122070312,1842,ALIVUS,2025-09
2025-09-01 04:00:00+00:00,937.5499877929688,937.5499877929688,938.7000122070312,936.7000122070312,937.7000122070312,192,ALIVUS,2025-09
2025-09-01 04:05:00+00:00,938.9500122070312,938.9500122070312,940.0,938.5999755859375,938.9500122070312,155,ALIVUS,2025-09
2025-09-01 04:10:00+00:00,939.8499755859375,939.8499755859375,940.0,939.0999755859375,940.0,405,ALIVUS,2025-09
2025-09-01 04:15:00+00:00,940.5499877929688,940.5499877929688,942.7999877929688,939.5,939.9000244140625,1012,ALIVUS,2025-09
2025-09-01 04:20:00+00:00,939.5,939.5,941.4000244140625,938.75,938.75,205,ALIVUS,2025-09
2025-09-01 04:25:00+00:00,939.6500244140625,939.6500244140625,940.5999755859375,939.6500244140625,940.5,55,ALIVUS,2025-09
2025-09-01 04:30:00+00:00,941.9500122070312,941.9500122070312,942.2000122070312,939.6500244140625,940.7000122070312,50,ALIVUS,2025-09
2025-09-01 04:35:00+00:00,939.8499755859375,939.8499755859375,941.9000244140625,939.8499755859375,941.9000244140625,400,ALIVUS,2025-09
2025-09-01 04:40:00+00:00,940.2999877929688,940.2999877929688,941.4500122070312,940.25,941.0,254,ALIVUS,2025-09
2025-09-01 04:45:00+00:00,941.0999755859375,941.0999755859375,941.25,940.0,940.2999877929688,48,ALIVUS,2025-09
2025-09-01 04:50:00+00:00,940.8499755859375,940.8499755859375,940.8499755859375,938.6500244140625,939.0,1123,ALIVUS,2025-09
2025-09-01 04:55:00+00:00,942.2000122070312,942.2000122070312,942.25,940.75,940.75,266,ALIVUS,2025-09
2025-09-01 05:00:00+00:00,942.0999755859375,942.0999755859375,942.2000122070312,941.2000122070312,942.0,400,ALIVUS,2025-09
2025-09-01 05:05:00+00:00,941.9500122070312,941.9500122070312,942.7000122070312,940.0,942.0999755859375,528,ALIVUS,2025-09
2025-09-01 05:10:00+00:00,940.4000244140625,940.4000244140625,941.1500244140625,940.0999755859375,941.1500244140625,53,ALIVUS,2025-09
2025-09-01 05:15:00+00:00,941.4500122070312,941.4500122070312,941.5999755859375,939.5999755859375,941.1500244140625,340,ALIVUS,2025-09
2025-09-01 05:20:00+00:00,939.5499877929688,939.5499877929688,941.0,939.5499877929688,941.0,461,ALIVUS,2025-09
2025-09-01 05:25:00+00:00,939.5999755859375,939.5999755859375,940.2000122070312,938.5,938.5,753,ALIVUS,2025-09
2025-09-01 05:30:00+00:00,940.0,940.0,941.75,939.7999877929688,940.5999755859375,246,ALIVUS,2025-09
2025-09-01 05:35:00+00:00,940.0499877929688,940.0499877929688,940.9000244140625,939.5499877929688,940.2000122070312,188,ALIVUS,2025-09
2025-09-01 05:40:00+00:00,939.6500244140625,939.6500244140625,940.0499877929688,938.7000122070312,940.0499877929688,463,ALIVUS,2025-09
2025-09-01 05:45:00+00:00,938.75,938.75,940.0499877929688,938.7000122070312,939.6500244140625,94,ALIVUS,2025-09
2025-09-01 05:50:00+00:00,938.75,938.75,938.75,938.75,938.75,4,ALIVUS,2025-09
